file,vDCRe_beta_SK11_CD8_naive_beta.p,vDCRe_beta_SK11_CD8_EM_beta.p,vDCRe_beta_SK11_CD8_EMRA_beta.p,vDCRe_beta_SK11_CD8_CM_beta.p,vDCRe_beta_SK11_CD4_naive_beta.p,vDCRe_beta_SK11_CD4_EM_beta.p,vDCRe_beta_SK11_CD4_EMRA.p,vDCRe_beta_SK11_CD4_CM_beta.p,vDCRe_beta_EG10_CD8_naive_beta.p,vDCRe_beta_EG10_CD8_EM_beta.p,vDCRe_beta_EG10_CD8_EMRA_beta.p,vDCRe_beta_EG10_CD8_CM_beta.p,vDCRe_beta_EG10_CD4_naive_beta.p,vDCRe_beta_EG10_CD4_EM_beta.p,vDCRe_beta_EG10_CD4_EMRA_beta.p,vDCRe_beta_EG10_CD4_CM_beta.p,vDCRe_alpha_SK11_CD4_naive_alpha.p,vDCRe_alpha_SK11_CD4_EM_alpha.p,vDCRe_alpha_SK11_CD4_EMRA.p,vDCRe_alpha_SK11_CD4_CM_alpha.p,vDCRe_alpha_EG10_CD8_naive_alpha.p,vDCRe_alpha_EG10_CD8_EM_alpha.p,vDCRe_alpha_EG10_CD8_EMRA_alpha.p,vDCRe_alpha_EG10_CD8_CM_alpha.p,vDCRe_alpha_EG10_CD4_naive_alpha.p,vDCRe_alpha_EG10_CD4_EM_alpha.p,vDCRe_alpha_EG10_CD4_EMRA_alpha.p,vDCRe_alpha_EG10_CD4_CM_alpha.p,dcr_KS07_CD8_naive-3_beta.p,dcr_KS07_CD8_naive-3_alpha.p,dcr_KS07_CD8_naive-2_beta.p,dcr_KS07_CD8_naive-2_alpha.p,dcr_KS07_CD8_naive-1_beta.p,dcr_KS07_CD8_naive-1_alpha.p,dcr_KS07_CD8_EM_beta.p,dcr_KS07_CD8_EM_alpha.p,dcr_KS07_CD8_EMRA_beta.p,dcr_KS07_CD8_EMRA_alpha.p,dcr_KS07_CD8_CM_beta.p,dcr_KS07_CD8_CM_alpha.p,dcr_KS07_CD4_naive-4_beta.p,dcr_KS07_CD4_naive-4_alpha.p,dcr_KS07_CD4_naive-2_beta.p,dcr_KS07_CD4_naive-2_alpha.p,dcr_KS07_CD4_naive-1_beta.p,dcr_KS07_CD4_naive-1_alpha.p,dcr_KS07_CD4_EM_beta.p,dcr_KS07_CD4_EM_alpha.p,dcr_KS07_CD4_EMRA_beta.p,dcr_KS07_CD4_EMRA_alpha.p,dcr_KS07_CD4_CM_beta.p,dcr_KS07_CD4_CM_alpha.p,dcr_alpha_SK11_CD8_naive_alpha.p,dcr_alpha_SK11_CD8_EM_alpha.p,dcr_alpha_SK11_CD8_EMRA_alpha.p,dcr_alpha_SK11_CD8_CM_alpha.p
dcr_KS07_CD4_naive-4_alpha.p,3.156798351707851e-20,3.1440627982845775e-20,8.518056536167235e-20,5.338127393675793e-20,3.171945514264131e-20,4.560778126235071e-20,5.576235592242761e-20,3.8145778521669975e-20,4.272368069433734e-20,6.070813833187407e-20,3.470283843266262e-20,4.36681815300492e-20,2.7429300329688246e-20,5.223909258993585e-20,3.2263996194070394e-20,3.463973658893823e-20,3.143035825038097e-15,1.9481837394667043e-13,8.736990437144569e-14,5.225292086272542e-15,2.220136005372398e-17,1.2922432642102537e-15,1.5916823748389103e-10,9.140988615496063e-13,4.292461704716047e-15,7.148278967617413e-14,4.104602939093722e-14,9.367258511206888e-17,4.321142065063514e-20,1.2496208377964283e-12,2.831686471013173e-20,5.846848519023379e-15,2.97421531019809e-20,3.1412146442410784e-09,2.963686925124121e-20,9.439203000013643e-10,2.1510788039921387e-20,6.651912702934923e-12,5.0128535745602527e-20,3.7441869858624145e-12,3.1204843784925146e-20,4.214466446970263e-08,2.81802050296599e-20,6.632360349633095e-11,2.208148199398253e-20,7.509756909288203e-14,4.5935072534950804e-20,3.837770148579563e-12,4.489550185540028e-20,2.0778804103337132e-10,3.251305569037075e-20,8.530486149775455e-17,2.42750079702231e-15,4.6518587830681144e-15,1.5623372565805865e-15,9.903289519557362e-12
dcr_KS07_CD4_naive-2_beta.p,2.341233428715498e-19,3.9287103327698066e-18,5.647350756843933e-19,3.491650897268096e-19,2.2803231796323865e-19,2.1198828836047132e-19,2.2882129565308495e-19,2.4221986375411167e-19,1.3958410607717643e-18,7.409228345539431e-19,3.265827764521075e-17,1.86564876911382e-17,1.6376884353527166e-12,6.506035558771218e-19,2.00580627133374e-14,1.9176562775561803e-15,1.4988439269738657e-19,2.6935803054846727e-19,2.484457454142379e-19,1.535822058229226e-19,1.1109774780226004e-19,1.9355281754572077e-19,2.491699636635732e-19,2.0273254824485043e-19,1.4877949763953006e-19,1.9858112731229965e-19,2.6223593735892324e-19,1.7314451158750608e-19,9.705299283883312e-12,1.400730281748442e-19,1.4653530383198884e-19,1.3251579521161765e-19,3.2868549476284406e-19,2.0115553765204825e-19,1.779451081718524e-17,2.467579996638635e-19,3.4303052317774794e-19,5.819152058926271e-19,2.2011210685719935e-19,2.0682293612788017e-19,3.800454200372283e-19,1.5037635160146658e-19,6.292802603806211e-07,1.1376133038729323e-19,2.275265068904992e-19,1.9034605728080581e-19,3.7928700625309077e-19,1.4393504113380035e-19,6.807605368733688e-15,1.7245898712779827e-19,2.1039928788231331e-19,2.1376907368407672e-19,1.6446862122048006e-19,1.6674062948584088e-19,1.976199187179333e-19,2.2478110110837496e-19
dcr_KS07_CD4_naive-2_alpha.p,6.937361891952529e-20,5.944561038781027e-20,8.455008079532545e-20,6.251519689392536e-20,3.2136180967381315e-20,8.277270547404036e-20,5.953074693735173e-20,5.514498695438954e-20,5.655764119370072e-20,1.743762987520566e-19,4.844319169979872e-20,4.710320417129065e-20,3.143931604054873e-20,1.0384212530375341e-19,7.823436165624793e-20,4.77460694258751e-20,5.915241561718124e-17,4.3752537220739696e-18,3.451000616449236e-10,3.5896460147148936e-14,4.612497922366611e-15,1.368130485465705e-07,6.70724016940515e-12,7.063874569659364e-19,2.0960490695376038e-12,6.939233597991749e-20,3.692525336297611e-14,1.4130078016641065e-13,4.7114854418317426e-20,1.853353674320418e-14,8.994765473654472e-20,3.110090316393669e-12,4.668894553224918e-20,8.189808068536707e-12,9.208849541848477e-20,1.0408359307979608e-10,9.082899264283399e-20,1.0322596122420258e-11,7.737630743940634e-20,1.6534705108241405e-14,3.130010444650007e-20,7.413696429254905e-11,3.928955339283147e-20,6.148282220916523e-08,2.575702719129212e-20,3.2607449339737737e-13,6.103273473201869e-20,3.0663699062000796e-14,4.42522410233062e-20,2.7055977886389126e-12,5.275165292393223e-20,4.819987729265429e-14,1.5843056854316907e-16,2.068051762629231e-14,1.9355230309877073e-16,4.917823993599331e-17
dcr_KS07_CD4_naive-1_beta.p,1.0600792017810087e-19,1.9161908169775213e-19,1.4903763009967594e-17,1.765811417000302e-18,2.0033298944842673e-16,1.2113475083508116e-19,1.6025475829998678e-15,1.4597111167393188e-19,7.928435129453494e-18,1.780091002572589e-14,1.285072616905699e-19,5.4850914752164176e-15,1.4510756678813124e-19,3.7044829465100963e-19,1.0559665242973911e-16,7.097429777018601e-17,1.0707038145082001e-19,1.4956862037181854e-19,1.7151940930995568e-19,1.2114293075287478e-19,1.0601675148834347e-19,9.42634803393643e-20,1.208082574792009e-19,1.2797898780244732e-19,9.610768888281078e-20,9.715815315162614e-20,1.3780525943583857e-19,9.274858975134256e-20,2.2658199956848445e-19,6.571180351942762e-20,1.4208443560219495e-19,8.810041083938937e-20,9.299515571191952e-20,6.48616384621702e-20,3.15297851126406e-19,1.4255810644279906e-19,2.6812849155764392e-18,3.2330386110937095e-19,2.9829446420480744e-19,1.275393949969936e-19,9.209049276567177e-20,1.0982489746268938e-19,1.4102936033818634e-19,1.0628495865007181e-19,2.2567996956608981e-07,9.632401142926661e-20,2.3631885962024523e-19,6.482132391684207e-20,1.9348284648620747e-19,1.1276262586220529e-19,1.236609210703271e-19,1.3684867322935018e-19,8.673959125806532e-20,1.2189094875969423e-19,1.4113007509227097e-19,1.6615874596745244e-19
dcr_KS07_CD4_naive-1_alpha.p,1.919082581030863e-19,1.518001113098878e-19,3.7914311891975597e-19,2.184698883303727e-19,1.461422883581871e-19,1.865340767777701e-19,1.92543797368317e-19,1.9378340510525078e-19,1.3634790689309132e-19,2.787355956663779e-19,2.3761049811444296e-19,1.7339018552288445e-19,1.24803131868509e-19,2.2622645128956773e-19,1.602617126468945e-19,1.2890001948842646e-19,5.453381530203114e-16,1.2328530723279495e-16,6.60919093786752e-19,1.5101584924663045e-08,2.906447026142338e-13,1.870790458725974e-09,3.470664683139165e-11,6.587612738946863e-13,2.963548909380197e-15,4.243516936434336e-14,2.541623027066246e-10,1.3891015310065436e-13,1.696170036897611e-19,4.914252454995291e-13,1.5212267341445818e-19,1.4804623830209733e-10,1.7141942671972417e-19,2.945488216803631e-16,1.4379005104709353e-19,3.708496766519297e-08,2.470483941054939e-19,5.374774182848317e-16,3.2577076543368927e-19,6.065177722206702e-14,1.185275954346962e-19,7.102226682928055e-14,5.90932870815595e-20,3.645549635185434e-13,1.6604196792496286e-19,7.728885904281412e-07,3.895706099184917e-19,1.0010360495606734e-15,1.6832306661281931e-19,1.6036414491471267e-14,1.0169438929037255e-19,2.1767206884277082e-17,2.656353287059004e-16,3.1695924597049136e-16,1.7926922898324178e-13,4.0051286869894345e-15
dcr_KS07_CD4_EM_beta.p,1.08501470466752e-14,4.477010336222516e-15,7.176630336540149e-15,7.366026745149634e-15,3.1102206607577358e-15,7.868609591786951e-15,9.234400088474151e-15,3.839025404087422e-15,4.228829431589146e-15,2.2809527914185676e-13,5.178228049044881e-15,5.861429726108843e-15,1.7472462145326248e-15,2.7882384028774747e-15,2.212688844889619e-15,4.7968737777287514e-15,7.44022357668053e-15,7.284071565924703e-15,9.766071384442877e-15,4.1409856259833895e-15,1.2346031415472458e-15,3.0401688977717098e-15,2.727623900116605e-15,9.292706273773825e-15,3.1048421648165668e-15,3.0687691122658816e-15,2.287270250069391e-15,3.829146840724104e-15,4.714350860358017e-15,2.2095460164022654e-15,1.0074266893697061e-14,4.7707246426910194e-15,5.1429523248464325e-15,5.4976284288322126e-15,1.063266279239355e-14,6.3295146973890105e-15,2.1013106042334663e-15,1.3963871465403254e-14,7.286131269449458e-15,3.215838145827709e-15,2.495306823105454e-15,2.59146288027013e-15,6.289996865377181e-15,6.034022767832411e-15,2.471152101217624e-15,9.407446262479862e-15,6458.2088337687355,2.339424717795485e-15,1.203207058369242e-14,1.4789957178161385e-15,2.332604810778402e-15,3.3371523667784733e-15,3.1808728914740405e-15,5.0315031465187174e-15,1.1328517957904162e-14,6.620854520832624e-15
dcr_KS07_CD4_EM_alpha.p,2.2072439654824002e-16,1.1690640067366137e-16,5.584137051530224e-16,7.592017611895482e-16,1.9056197647128278e-16,3.0947199421839687e-16,5.435883371490835e-16,9.710515551128548e-16,6.041605270493051e-16,1.9098842914763654e-16,1.0062171364666003e-16,2.924278624591318e-16,1.427648817600681e-16,1.4036782261585342e-16,1.7736877026431942e-16,2.0823056560330007e-16,1.0648653225686208e-15,4.541755355528167e-09,4.2236301945245796e-09,4.384623840445498e-16,9.296327092831146e-16,1.575303009316771e-14,3.234081715990086e-16,2.208695816914017e-15,2.3637762969244585e-16,2.682604684510745e-13,4.864525285731409e-10,1.1208093294399507e-14,2.0032176738873647e-16,3.14132584398163e-16,2.8005340966168336e-16,1.0852715396944605e-14,7.99425611923701e-16,2.0544198413513035e-09,1.2679775482257403e-16,4.6708082485506716e-08,1.2734967304310586e-16,2.6705365515233986e-11,5.716417730840942e-16,0.00022422190855547386,8.02284395186033e-17,2.936599299417188e-12,1.3041220907020466e-16,2.7799283299049092e-15,8.845562480680573e-17,1.9990690505679968e-16,2.7316837770942857e-16,28.31885268757355,4.2498714448962696e-16,7.230549610718255e-05,1.708924376859029e-16,3.480232471270845e-14,2.0053743941753297e-10,2.3731235834925603e-12,2.819511967269764e-11,6.323756715616161e-14
dcr_KS07_CD4_EMRA_beta.p,1.0727335891187146e-14,2.3900704016812807e-14,7.794530061893923e-14,1.055528431259981e-14,4.65511144456779e-15,1.1912702482382272e-14,1.7375919590693695e-14,5.673892537281523e-14,1.8674935592448377e-12,5.405847566844287e-14,2.3420170970522594e-14,1.5390461187835008e-14,2.258825646400783e-14,9.70338681816458e-15,2.0365497399067354,4.8135060982292897e-14,4.812741882647242e-15,1.9152354391888956e-14,5.107325241470276e-15,6.6498735330644646e-15,3.506742929518299e-14,6.075433473795949e-15,4.995419372856078e-14,5.5200408396047976e-15,2.7104061730429687e-15,4.335957351742388e-15,3.282612256386479e-14,3.905348949478496e-15,4.7127206122610816e-14,1.6914463624541364e-15,6.145950690560858e-14,3.4183304869428185e-15,2.5269506495376568e-14,1.5530438762897657e-14,6.791253641938535e-14,6.600007663766328e-15,1.5638037439209003e-14,1.3061331255030882e-14,1.416626869968669e-14,9.145252824112974e-15,4.086891237819065e-15,8.746725923751744e-15,6.702861999463169e-15,1.6752784808785934e-15,2.9685199771276915e-14,1.8067897851891783e-14,2.2334786390846053e-14,9.005966597681249e-15,245500.0341846031,7.394896027276566e-15,4.5870415958030456e-15,3.3692545730412876e-15,2.5906353930300604e-15,2.4476325781832248e-15,8.97855790023502e-15,1.0583799540486858e-14
dcr_KS07_CD4_EMRA_alpha.p,1.5712764251270642e-15,3.952120616798242e-15,1.830515790022324e-15,1.795335335179056e-15,5.957815215756968e-16,2.978860273646569e-15,3.4332927825338387e-15,1.3786387359225857e-15,1.288099109218054e-15,1.4885517285454099e-15,1.071808230175403e-15,3.0881636033030815e-15,4.23608082952267e-16,8.562606726905062e-16,1.862573519332235e-15,2.589318010829972e-15,9.457493523718155e-15,0.007105573448319487,1.5353536048376305e-15,1.2877077696393481e-14,6.300787324623393e-12,4.3462139130607767e-14,1.062131767735206e-14,5.144033954928983e-10,9.058628786563269e-16,2.550556469810549e-15,1.4500882173555262e-15,3.7136143248129834e-05,2.8279216309066482e-15,4.3953297263939843e-10,2.1212907210920336e-15,7.99430819758066e-07,8.90911651285418e-16,2.3653994611635013e-09,2.378744050760207e-15,0.004683657663721327,5.459977130642961e-15,6.856236041406172e-15,1.8853850090665947e-15,4.459473933248838e-10,1.318248560502215e-15,8.5313922731719e-09,5.685989324130973e-16,1.660885384225121e-12,1.0150405272101101e-15,8.633979778911719e-16,6.106774895263681e-15,0.0005286849060591894,4.862602894526685e-15,1928.2796560044967,6.984120670565411e-16,4.96613299251885e-15,2.855635408815047e-15,2.6506996144434046e-13,9.871537880333173e-15,4.255551951180417e-12
dcr_KS07_CD4_CM_beta.p,9.447132844497835e-19,2.749134667504073e-18,2.0124993598987398e-18,1.668701118839024e-18,1.0185744493320712e-18,1.2283384649808776e-18,1.4017790655856087e-18,8.609818017481611e-19,7.942883954045799e-19,1.7176491930739685e-18,1.096540780935037e-18,1.4908797827250944e-16,8.270340024259711e-19,1.010365058917311e-18,1.6805849947649333e-18,1.4549577531063624e-18,9.013752598195528e-19,8.16956081528926e-19,9.621770051166607e-19,6.3839380618376565e-19,5.652761064578441e-19,9.209352129373265e-19,1.1753585529543297e-18,7.923591558171589e-19,8.63364723933171e-19,9.281537366719867e-19,1.9655610707171685e-18,9.04907313375779e-19,6.099751943405455e-19,7.979759732731228e-19,1.2914136657158589e-18,6.880028633315706e-19,1.6606504899961026e-15,1.0542956194371621e-18,1.1386047409232773e-18,1.223841750391018e-18,5.000418948563719e-13,2.595181825428125e-18,1.2766703793849485e-12,9.331430068727937e-19,9.785512418774718e-19,5.741011350334117e-19,7.795734612275081e-19,3.3085604047765484e-19,8.135422684954596e-19,8.163039828387645e-19,1.139116214786398e-18,7.468568314586874e-19,1.7506944385175048e-18,7.665077253162392e-19,1.6286537523054556e-05,9.126089578944274e-19,6.655150956173747e-19,7.6288036212692435e-19,1.1714618096659825e-18,1.1721480021648269e-18
dcr_KS07_CD4_CM_alpha.p,6.069265662751483e-19,6.440643972726805e-19,1.6355226147531196e-18,6.642970782412049e-19,5.094377443528563e-19,4.851415797339489e-19,8.187326457588605e-19,5.96163350882792e-19,5.457114653984148e-19,7.471395725302199e-19,6.240361947128143e-19,5.603784268503525e-19,6.697498327126081e-19,6.671150855359401e-19,4.973269882605571e-19,4.2203805706898753e-19,1.1034921132035933e-11,2.7602390040948552e-12,2.8070062389093598e-11,4.007695765046845e-15,1.1228494887705216e-15,5.3135019181039005e-12,2.0690202934685707e-15,1.3281347650484353e-15,1.0624791070780129e-17,8.07844289013367e-17,3.1870146418867424e-11,9.591708626322318e-11,5.127563952920236e-19,3.764904471708388e-15,7.911580891603016e-19,2.711905093866078e-16,2.573561563527003e-19,1.1442225915293791e-12,5.824415553111281e-19,4.2700310862530837e-13,3.703073453904877e-19,1.586107160749061e-17,5.061900883420154e-19,1.189808485005281e-09,4.806653196177249e-19,1.916793501447346e-17,2.875019855198381e-19,4.1376240351996e-14,5.037597780256497e-19,8.565193457690732e-18,1.1817364100577403e-18,1.395346528257362e-13,4.618430061950163e-19,9.573420347876678e-16,4.89611348632701e-19,2.116018033485329e-05,6.112099231583464e-13,4.356519551043911e-18,2.999307403739449e-13,1.894897556752098e-09
dcr_alpha_SK11_CD8_naive_alpha.p,4.635588900992685e-20,3.410148033944878e-20,1.2351276646786103e-19,6.6105904712093e-20,3.784491152146557e-20,5.606065202061952e-20,4.411494190929818e-20,3.67710273670248e-20,4.3345890092434006e-20,8.839947334027582e-20,4.321675030819172e-20,4.391980436336357e-20,3.0031720920843177e-20,5.3524936966151505e-20,3.2653761524069634e-20,1.2512934802290439e-17,1.4445420100570557e-14,6.165620653659371e-09,2.613789788311392e-14,8.528019487561052e-14,1.8533310263629348e-14,1.069128459440105e-11,1.3912229055130297e-16,3.892322024190865e-08,4.902880237270241e-10,5.049144933256181e-09,2.55208127668816e-16,1.2553509940497601e-14,4.493606460251324e-20,3.799515074079227e-13,4.002341722673871e-20,6.680105952014006e-13,4.938131868066145e-20,1.2298425180991437e-07,4.8369358709326764e-20,1.6638701903180316e-15,4.339334524273223e-20,7.783489911659799e-17,6.362603810460817e-20,5.657760935327198e-13,4.443483035285521e-20,2.4506007544429675e-15,3.543216603662533e-20,1.755244069397194e-16,2.51624268814352e-20,5.12180211034472e-16,4.2505795264654454e-20,2.38918276928162e-11,4.625636291367106e-20,6.179652974244393e-15,3.2737113581076733e-20,5.401377670057004e-13,3.1913860395747364e-08,3.031170647817965e-11,4.8393311484682735e-18,6.40748993146475e-17
dcr_alpha_SK11_CD8_EM_alpha.p,4.4657920429217776e-17,5.137229490919998e-17,1.1614390612819286e-16,4.237777272411534e-17,2.07178729627123e-17,3.6801684144555167e-17,2.7055109822297847e-16,5.798071486628219e-17,5.3047959214421586e-17,7.017357341422094e-17,3.2591437782017635e-17,5.58771361814219e-17,2.5680564695049096e-17,3.52695045857362e-17,6.411982951053068e-17,4.738713283911827e-17,5.388487198665657e-17,6.596654228069879e-14,9.1593107842554e-05,1.4871444961296472e-13,8.117288511477633e-17,5.911326379551722e-13,9.908021052686722e-12,8.615766030710989e-16,7.051834032894048e-17,1.1411434373220446e-16,2.5573301982731353e-16,7.463216225880367e-17,5.4403336978986884e-17,2.7386120417739685e-05,4.358429347508836e-17,6.3991237575005e-08,4.248831252554245e-17,1.63709230339473e-16,2.0873115579064714e-16,6.853955931702173e-16,1.897734948883601e-16,7.740453466700325e-13,3.1557030293625124e-16,8.15356581855414e-17,2.052339873565956e-16,9.285035697548121e-17,1.933313385044578e-17,3.070632929038873e-15,7.270927349082183e-17,5.490727083527344e-17,6.126018673013896e-17,2.921550912482227e-12,5.029266873609328e-17,6.030486908969319e-13,9.59037185686259e-17,3.936502951129491e-17,7.469611567925934e-10,7.68865531347434,0.00037658267912052515,0.0005325643595314367
dcr_alpha_SK11_CD8_EMRA_alpha.p,5.577088674123127e-13,1.4389664949963715e-13,2.8090292080819687e-12,7.471112757429934e-14,9.842722818728405e-13,7.71138261281739e-13,6.663772141536462e-14,9.689713874216596e-14,9.618360070672308e-14,7.914258128954002e-14,1.0045810428580365e-13,7.694126691571509e-14,5.413174214488729e-14,9.551875722191073e-14,2.6563084741892965e-13,3.0992728512037376e-13,1.4022303409538707e-13,1.259797269767136e-05,1.4908328878371043e-13,1.3445729239221437e-12,6.125159338790394e-13,1.3302727759429895e-13,3.82750457517744e-12,6.62378783636392e-13,8.943820470778795e-13,8.541331891527366e-14,1.5270659380510056e-12,1.0756666189294827e-12,4.7613100571135783e-14,2.514861466220567e-13,8.813594718113084e-13,2.1275774132091638e-13,8.0205621381402e-14,3.3061908280656046e-12,9.43868309476612e-14,1.3287727668594194e-08,1.7788495496587652e-13,3.501541231667978e-06,3.7245070616678504e-13,1.060176203128619e-13,9.111423047391384e-14,8.324161968232413e-14,2.981332442895594e-14,2.1042497349338808e-13,1.313852470672073e-12,3.432897086096036e-13,5.2883623307966724e-14,2.3071253866199047e-12,1.9265144756724228e-13,1.7630867313959926e-12,2.1885740386717698e-13,1.0442104045396507e-12,1.776758216696847e-13,0.3604586310002541,230779440.62390858,2.3221180650031122e-12
dcr_alpha_SK11_CD8_CM_alpha.p,2.57812787407128e-15,7.022010651740067e-15,1.6722185333242196e-14,6.555317229736513e-15,2.4406839205070326e-15,7.502307530190948e-15,4.894234221686951e-15,8.219348810844692e-15,3.2176560124949196e-15,4.3730661356598875e-15,1.7486843625353649e-15,3.1225865376316088e-15,2.1483176655241608e-15,1.3374921694345249e-14,3.3046174467722692e-15,1.3521299066054855e-15,4.310524754994878e-15,7.966485723818552e-15,8.522595881624327e-15,6.0564942794986244e-15,1.3527377817518544e-14,3.3378039397545244e-12,9.910008042525193e-15,8.553467036093342e-09,4.523783304876423e-08,2.0829283822546824e-15,0.006631292381147993,3.4777921663729515e-13,2.5101867666924834e-15,4.514622016616951e-15,1.2483163576075241e-14,1.8751765131072806e-13,4.848642688095505e-15,7.582164464561569e-15,1.961358082416586e-15,2.654294443216075e-15,3.869106059643513e-15,6.899779200177523e-15,3.2253835638751436e-15,3.3197408929559174e-05,7.101527851438875e-15,2.1777537322964658e-11,8.714516000895118e-15,2.4975909758779863e-15,1.4054535379225277e-15,1.7477573879268908e-15,3.025377202801865e-15,3.0008449781344043e-14,9.203976217748305e-15,3.0360139704312157e-12,1.3271322869211853e-15,2.2520134762859176e-08,8.517317745749679e-15,0.023792410900940128,4.076888476013827e-15,13994.118652747982
