file,vDCRe_beta_SK11_CD8_naive_beta.p,vDCRe_beta_SK11_CD8_EM_beta.p,vDCRe_beta_SK11_CD8_EMRA_beta.p,vDCRe_beta_SK11_CD8_CM_beta.p,vDCRe_beta_SK11_CD4_naive_beta.p,vDCRe_beta_SK11_CD4_EM_beta.p,vDCRe_beta_SK11_CD4_EMRA.p,vDCRe_beta_SK11_CD4_CM_beta.p,vDCRe_beta_EG10_CD8_naive_beta.p,vDCRe_beta_EG10_CD8_EM_beta.p,vDCRe_beta_EG10_CD8_EMRA_beta.p,vDCRe_beta_EG10_CD8_CM_beta.p,vDCRe_beta_EG10_CD4_naive_beta.p,vDCRe_beta_EG10_CD4_EM_beta.p,vDCRe_beta_EG10_CD4_EMRA_beta.p,vDCRe_beta_EG10_CD4_CM_beta.p,vDCRe_alpha_SK11_CD4_naive_alpha.p,vDCRe_alpha_SK11_CD4_EM_alpha.p,vDCRe_alpha_SK11_CD4_EMRA.p,vDCRe_alpha_SK11_CD4_CM_alpha.p,vDCRe_alpha_EG10_CD8_naive_alpha.p,vDCRe_alpha_EG10_CD8_EM_alpha.p,vDCRe_alpha_EG10_CD8_EMRA_alpha.p,vDCRe_alpha_EG10_CD8_CM_alpha.p,vDCRe_alpha_EG10_CD4_naive_alpha.p,vDCRe_alpha_EG10_CD4_EM_alpha.p,vDCRe_alpha_EG10_CD4_EMRA_alpha.p,vDCRe_alpha_EG10_CD4_CM_alpha.p,dcr_KS07_CD8_naive-3_beta.p,dcr_KS07_CD8_naive-3_alpha.p,dcr_KS07_CD8_naive-2_beta.p,dcr_KS07_CD8_naive-2_alpha.p,dcr_KS07_CD8_naive-1_beta.p,dcr_KS07_CD8_naive-1_alpha.p,dcr_KS07_CD8_EM_beta.p,dcr_KS07_CD8_EM_alpha.p,dcr_KS07_CD8_EMRA_beta.p,dcr_KS07_CD8_EMRA_alpha.p,dcr_KS07_CD8_CM_beta.p,dcr_KS07_CD8_CM_alpha.p,dcr_KS07_CD4_naive-4_beta.p,dcr_KS07_CD4_naive-4_alpha.p,dcr_KS07_CD4_naive-2_beta.p,dcr_KS07_CD4_naive-2_alpha.p,dcr_KS07_CD4_naive-1_beta.p,dcr_KS07_CD4_naive-1_alpha.p,dcr_KS07_CD4_EM_beta.p,dcr_KS07_CD4_EM_alpha.p,dcr_KS07_CD4_EMRA_beta.p,dcr_KS07_CD4_EMRA_alpha.p,dcr_KS07_CD4_CM_beta.p,dcr_KS07_CD4_CM_alpha.p,dcr_alpha_SK11_CD8_naive_alpha.p,dcr_alpha_SK11_CD8_EM_alpha.p,dcr_alpha_SK11_CD8_EMRA_alpha.p,dcr_alpha_SK11_CD8_CM_alpha.p
dcr_KS07_CD8_CM_beta.p,7.169496370055491e-19,7.822860738864365e-20,2.3307000649601095e-19,1.6665854370075164e-13,2.479536619447651e-16,2.4391724138549406e-10,1.1502895240547292e-19,6.644369566944645e-18,1.1863247173821358e-10,1.8257602411570245e-19,1.7290510504608634e-17,4.120168408514588e-17,1.8950888611970826e-15,1.0456248214148319e-19,3.912862379183018e-14,1.2142876164486158e-19,1.3591070632185331e-19,8.35935097134396e-20,1.223235403859943e-19,8.696123175228266e-20,1.3099623848309461e-19,6.895641613751432e-20,1.2568267080636416e-19,7.149872995364577e-20,8.555899121201734e-20,9.544613223695842e-20,1.4626063651155994e-19,6.661250215829082e-20,5.918401864058805e-17,9.487549147846071e-20,1.1579995239750205e-19,1.170408326098484e-19,6.551784213272908e-19,7.472902566052004e-20,9.631428549416159e-20,1.408139855542722e-15,2.6819787781977807e-18,8.294056906012798e-20,2.5737663205873803e-07,6.396138660394984e-20,1.5294597171851412e-17,1.136943928892636e-19,1.374668815503421e-19,8.518034392280742e-20,9.44674363042334e-20,8.987336598488626e-20,2.0793375864976832e-13,1.2977887270102668e-19,2.1331102892149335e-15,5.984158196786745e-20,4.360329397552868e-19,5.834405503953136e-20,9.328047072467672e-20,1.1490199073842991e-19,9.442482264071278e-20,8.752293868326851e-20
dcr_KS07_CD8_CM_alpha.p,2.3405392641185623e-20,2.2541874149166855e-20,2.374708073958885e-20,2.247490948612687e-20,3.131214291197013e-20,1.967323342035764e-20,2.3769639982458125e-20,2.7328505196389655e-20,4.2381073129949574e-20,2.4245694670464365e-20,1.959088905399747e-20,3.4540260995275966e-20,2.4724644306207763e-20,3.0950718385018445e-20,2.8480137606155675e-20,3.585538976353319e-20,1.2730898203437327e-13,5.323261229330222e-13,4.1111305643836464e-08,5.542416387102539e-10,3.6325096690914236e-13,6.211348264686471e-12,2.289477805147154e-10,1.0214289905294996e-12,1.1786608544487024e-18,1.586930083587758e-13,6.542809846188377e-10,1.5850832825420222e-07,2.685867392179128e-20,2.5412820057011435e-11,2.234347919640942e-20,7.043582309524357e-11,1.8196685909002993e-20,1.0936618713083425e-13,2.955222951382273e-20,3.2116660706833225e-10,3.000680253481835e-20,2.1311949537807675e-12,2.1041582505384536e-20,2.2293394402597962e-08,3.3751477336627375e-20,5.495901771222081e-15,2.0370006938661834e-20,2.4150612057804066e-11,2.3180654410874357e-20,1.7203853835795745e-13,2.9497106344452275e-20,1.4924541157164461e-10,2.740140038063872e-20,1.1749925676578903e-12,2.8936946385912616e-20,2.94234343192217e-14,1.5217017868058476e-13,9.88943998816931e-13,4.9049829384829e-16,1.1397051792388645e-14
dcr_KS07_CD4_naive-4_beta.p,3.746593181594597e-20,5.0207064371378165e-20,2.8918352232956e-18,6.848115180877399e-20,5.0641981739701593e-20,2.4071368129251112e-20,3.973862627857789e-20,4.6538272454430456e-20,1.2336671117967485e-16,3.468487518619877e-20,1.503595566162609e-19,4.621709645190024e-14,1.664486762897636e-16,4.62792391173285e-20,4.3945211019078973e-20,7.45685646479111e-20,2.5813630841207638e-20,3.545265898122309e-20,4.1255777360539e-20,1.4026874485886466e-20,3.597345892342496e-20,2.4437691345662144e-20,3.9389224422559506e-20,2.0540677918529202e-19,4.3395208083068185e-20,3.058745940956416e-20,3.2743786192754884e-20,2.6575168302096503e-20,6.719019866497246e-17,1.4840505325551353e-20,1.7121647255156303e-07,4.692335225961381e-20,3.6644880097306735e-20,2.5882273563231277e-20,1.6193500174655272e-19,2.531561249055873e-20,6.81721975021836e-15,4.0435448732304365e-20,2.8785288627140016e-17,2.5339051963664488e-20,2.931507886474672e-08,2.6732332156125514e-20,2.625204355310784e-10,3.2116792634391384e-20,2.4691842876113454e-16,2.3591133838349792e-20,4.686486135324665e-19,3.578175039725203e-20,2.6103136604796773e-14,2.735729679341884e-20,1.4398240410266213e-17,1.6525242855448796e-20,2.0261668626080565e-20,3.638696435590333e-20,2.3809103672389458e-20,2.447645636428987e-20
dcr_KS07_CD4_naive-4_alpha.p,1.4065626699509836e-20,9.346610150423438e-21,7.773602510085731e-21,1.306305614219132e-20,1.3946965058574348e-20,1.747925184296725e-20,1.0389413670746256e-20,1.7405513380239567e-20,1.479165262250958e-20,1.2195844360363366e-20,1.3273429934804813e-20,1.637681019170525e-20,1.193150338925211e-20,1.649106774596613e-20,1.333784180583049e-20,1.2437036599503682e-20,1.6947172714695529e-18,1.913916652495971e-18,2.470952990255554e-10,2.037065636627551e-14,1.3382197067292752e-12,7.339783232949713e-15,2.558822228847212e-13,1.676667460197407e-15,9.156392524005273e-19,1.344168163532426e-18,1.5917013307840039e-15,2.435558294445757e-15,1.0989684194868738e-20,1.1491703808009953e-16,1.6338138542582928e-20,1.8313034366429868e-13,1.280787230679901e-20,4.160310287209169e-15,1.277394683285286e-20,2.7691658706035924e-12,1.4371835028555813e-20,1.6954620260812146e-12,1.44522243444112e-20,6.173933003612247e-15,1.890987774162285e-20,6.1649781673065596e-09,1.4492066366737323e-20,6.583814267251548e-17,1.4267462319398383e-20,7.895439132132242e-10,1.1587237123635845e-20,4.8711330688539235e-12,2.1755635868192632e-20,1.1720687674031508e-13,1.5638285394597216e-20,5.816932090160761e-11,3.3286313130164084e-15,2.5298636853921828e-15,8.10304888897134e-15,7.508693877482865e-10
dcr_KS07_CD4_naive-2_beta.p,7.40023910150959e-20,4.683202087714686e-16,2.3517959057094437e-18,1.0582240989632167e-09,1.3530997054387663e-16,1.8501094964442953e-19,6.4910031708819595e-16,7.800233047146898e-17,7.254490261668111e-20,2.1900672955562716e-19,2.3591403576073806e-18,2.948941010164771e-14,8.98502228156699e-18,2.637388904370863e-19,3.7272640412847605e-18,2.947501391474001e-15,5.859875774091342e-20,6.816135455486142e-20,9.294950385053397e-20,1.0207830431843606e-19,7.49685618194996e-20,8.175508155593535e-20,1.0409265411475783e-19,6.751376607755088e-20,6.806789355373154e-20,7.654962387081265e-20,9.643862942547517e-20,7.517449711660534e-20,1.3637979237060032e-15,4.9980548522188164e-20,5.061789725803574e-16,4.9523895204290545e-20,8.19937034253811e-20,8.159603381203834e-20,7.585545968704889e-20,6.62201428735202e-20,7.341280319987327e-20,3.1763533352833215e-20,1.0457824918452812e-19,6.315096249032753e-20,3.87072788843808e-10,7.848555077774474e-20,1.1795602279132216e-07,6.737371011403103e-20,1.0007612077409362e-19,5.865656374367298e-20,9.292877853584773e-20,6.365982066756037e-20,1.2951481751309074e-15,1.5865710852920058e-19,6.217885967006136e-20,5.111042822293523e-20,9.336625490534822e-20,7.049136426239977e-20,6.433789537246914e-20,5.632781696847256e-20
dcr_KS07_CD4_naive-2_alpha.p,1.3809248450416684e-20,1.6129390946407487e-20,1.8081265720825767e-20,1.9632134495241204e-20,1.469740159151023e-20,1.5024386295189277e-20,2.0608405048617514e-20,1.9982759534129853e-20,1.749706026394435e-20,1.2570489476884582e-20,1.4416671614295943e-20,1.9618347026582422e-20,1.8246277938793372e-20,1.6700042440984957e-20,1.9567753503568675e-20,1.480449688184271e-20,1.460510869159672e-14,5.169614420615066e-13,8.537354164212899e-10,7.372568554247127e-12,4.628716050330066e-16,1.939331158198987e-12,9.55810357176337e-13,1.9408744034139954e-12,1.214877251772432e-10,4.553555101261032e-16,9.513823269226363e-16,1.2822541328235702e-15,1.7052946016877648e-20,4.026187268188821e-18,1.6212502748815378e-20,9.599572743676067e-14,1.3973601655720447e-20,2.0872323036909343e-11,1.947056036210853e-20,6.8906513114286435e-15,2.084403021056068e-20,2.1027972731174184e-13,1.1436310704780253e-20,2.0058256583135007e-11,2.199031206378637e-20,6.007051229339789e-17,1.928134435259697e-20,9.315926551442981e-09,2.1164268897193416e-20,7.670992235632453e-14,1.879972332697552e-20,1.5900381934358432e-13,1.8505104586201107e-20,1.042251687048575e-13,1.689196155895317e-20,6.049809926961032e-11,5.075967429419398e-11,3.3360253604478267e-13,1.7321642960624204e-16,5.2708889516880015e-15
dcr_KS07_CD4_naive-1_beta.p,7.722007195239099e-17,5.137083487176788e-20,3.8119545999105205e-20,2.123296822534614e-20,5.361122189043525e-20,3.034071048840845e-20,1.1784719387381387e-15,1.6464551583615507e-15,5.902972095847158e-19,2.5691164467014847e-20,4.4212411035784115e-20,8.265121301455343e-20,4.176472760134557e-18,2.4116725906240045e-18,3.752108338965768e-20,3.599924197196027e-20,1.4897067998753736e-20,3.055127893200492e-20,1.99368376350465e-20,2.5430264706895742e-20,3.154640655440656e-20,2.256430988693394e-20,3.296501429413296e-20,1.1041677175122165e-17,2.010155730413177e-20,1.5031633698873216e-16,2.978488581357213e-20,2.276266790865128e-20,3.166902826008261e-20,1.3505694929406978e-20,4.1169332747048465e-16,2.0785150623288497e-20,3.6089817694662846e-20,2.6749660485101025e-20,1.4305468123628559e-15,2.7271031745397103e-20,2.801819073236114e-16,3.2097964437027716e-20,2.154096737189663e-20,1.965917482619048e-20,2.6305912371252555e-16,3.00594350818178e-20,8.937806777031106e-20,2.003140647463497e-20,2.0398675573618516e-08,2.890880286886499e-20,7.704925597370615e-20,2.5278477747962687e-20,3.522091517248752e-20,2.4071162576743685e-20,2.240282248453779e-19,1.5495453156664833e-20,3.28133242631694e-20,2.3655198763874295e-20,2.737245108214346e-20,2.622450396161119e-20
dcr_KS07_CD4_naive-1_alpha.p,9.64316078792588e-21,9.199331583581619e-21,6.66217167503897e-21,7.963037464984287e-20,1.1327836216879333e-20,8.674278083014207e-21,9.665541891531479e-21,1.1613797427235577e-20,1.1270389864286017e-20,1.1959778218170908e-20,9.569522716743172e-21,1.228232882452396e-20,7.862517417228981e-21,1.4377551922084105e-20,1.025950945349748e-20,1.0660739025281986e-20,2.2033841074373347e-14,4.099409707327181e-09,7.091521326911702e-12,1.2702994414497761e-15,1.9974040103972148e-17,1.8310721027469588e-14,1.1011766064194765e-10,3.386396139839147e-09,7.016590266607418e-13,8.362545117749655e-14,6.966800426970863e-14,4.44246173447865e-16,9.784879011639003e-21,1.8680334596397961e-13,1.1549575219044491e-20,1.953633310967127e-10,8.573055976333601e-21,3.9122785851503157e-13,8.52026337405774e-21,1.1465999443971367e-13,1.111170465851883e-20,4.807681719355537e-16,6.351377352355181e-21,1.5202731831855938e-13,8.492978988601049e-21,6.006288003126202e-10,1.1009335770301541e-20,7.34444299269989e-14,1.0823400774912831e-20,2.7950554804699186e-09,7.852438003793205e-21,5.459286701607256e-15,9.722901108918196e-21,7.526321721613862e-10,9.383607554599636e-21,5.364286193242442e-12,1.0562947570853134e-13,5.556629009897916e-12,6.869499555530149e-11,2.353860273183138e-08
dcr_KS07_CD4_EM_beta.p,9.98542117627861e-20,3.274332174406854e-16,1.4450098188336753e-12,2.4859805824720353e-19,2.6841603560976494e-14,8.308327311811369e-20,7.414780680248022e-20,1.2804652692597333e-17,3.922406447842827e-19,9.099415177271827e-20,1.1190187781089036e-19,9.126771905448862e-20,1.1695032456987706e-19,2.1525791351600876e-15,6.268651909600315e-19,2.4627779061715998e-18,5.602667508204772e-20,8.264121015032865e-20,6.159658752240137e-20,1.0053705263485534e-19,5.888386800947366e-20,5.349449496758554e-20,7.398633088181702e-20,7.965827756829945e-20,6.829123191643953e-20,6.740271188295709e-20,1.0351820024573865e-19,5.613134384148474e-20,2.7768304140212467e-18,5.852480034062071e-20,1.868967644421023e-15,1.0051289708730247e-19,1.160978775016935e-13,7.999110318443846e-20,1.1316193500487785e-19,6.874233859710966e-20,9.647721038405091e-20,3.6713911193715264e-20,2.0655880414384851e-13,6.400797147254579e-20,3.1234076406270645e-19,7.175189033926078e-20,8.240557283282386e-20,7.096023121509268e-20,9.978523313335567e-20,5.675522916845876e-20,1.5851434189667398e-07,8.717255589956277e-20,1.0588047113650829e-10,6.555781192036317e-20,1.1111462211688847e-19,5.078293125802953e-20,9.091593831536692e-20,6.128893015174609e-20,5.1635356612446686e-20,7.031540556982168e-20
dcr_KS07_CD4_EM_alpha.p,1.9221365185380316e-20,1.9056694541943792e-20,2.5202763084015873e-20,2.6329508836075646e-20,2.835791901900561e-20,2.0316317489951222e-20,2.6030423420679902e-20,2.6363157099879016e-20,2.265023736789524e-20,1.8258372374421517e-20,2.215563678046314e-20,1.845427040127051e-20,2.042716083775636e-20,2.5281715358465513e-20,2.0909102154360998e-20,2.70248778952745e-20,4.859340837262272e-13,2.3942653066233166e-11,2.4415969089121705e-15,1.0180483776026553e-13,1.8996315024931373e-13,2.5118055640855596e-13,7.188681031576993e-10,1.8377837287564493e-12,5.428928525913253e-09,5.678418002576542e-11,1.0131239883589685e-11,6.3324988022187024e-12,1.8246881275980473e-20,3.349829685126189e-13,2.642877069483549e-20,3.195198210087741e-08,2.0595168130015653e-20,1.1223520231992632e-13,2.6340602544156202e-20,3.966418490541901e-15,2.015368818699934e-20,1.4383561904183317e-14,1.674616958988905e-20,1.254918939170532e-10,2.8085927501941165e-20,5.3783435389771046e-12,2.2209142263160366e-20,1.610136013033174e-13,1.542282903801423e-20,4.870105012243732e-15,1.6407938681607816e-20,1.1778024221629955e-08,2.2806691644794052e-20,4.7552501764430195e-12,2.6516076714491704e-20,8.733256692520175e-16,2.1441564494702982e-11,6.718146750564316e-10,1.7466563391929058e-12,4.988564733324359e-11
dcr_KS07_CD4_EMRA_beta.p,5.509196285546759e-11,4.664482064674197e-10,4.59398717549416e-19,4.85119597162809e-15,8.441988580560208e-18,4.8161622639950056e-11,4.6251055586789627e-20,2.4539846705854026e-19,2.2302092436972603e-13,5.3181996700068086e-20,9.581951547847352e-17,6.031905116107306e-20,6.038258035967479e-20,1.134564410789484e-16,1.3075613162170856e-13,5.800493206056336e-17,5.630917852667128e-20,4.045265978010899e-20,4.0824823133543555e-20,5.123476322696971e-20,4.722067748083522e-20,3.560101463795455e-20,4.546628570170259e-20,3.124465604055386e-20,4.7226662380671454e-20,3.00483424932016e-20,4.228193611810818e-20,4.9164393816246284e-20,6.088936234119077e-17,3.7801851471591835e-20,4.6876463276173385e-20,5.2078595759368366e-20,7.407466045354855e-18,3.501285962618115e-20,2.0128252041087747e-18,3.303172321035336e-20,9.434119259693183e-17,4.533664097568159e-20,2.6348813985145513e-15,3.221656853840089e-20,2.5668718737280537e-14,6.522937626515026e-20,1.4566943980811225e-15,4.024675979575912e-20,6.073273243274561e-20,3.590202479021685e-20,8.222409985599299e-11,3.382205886534133e-20,5.2934422208374934e-08,3.956502448026795e-20,2.8384821180664565e-18,3.00782541816805e-20,3.895265046032911e-20,4.3024633008283966e-20,2.3355250280170557e-20,3.789695817612277e-20
dcr_KS07_CD4_EMRA_alpha.p,2.6363452309291454e-20,6.654584468750412e-17,1.4728162873753612e-20,2.2962937595243716e-20,1.8403668725295257e-20,1.8276338054944072e-20,2.0420537944478568e-20,2.4513975470311144e-20,1.8502379604925793e-20,2.219774891367337e-20,2.869700027054845e-20,3.0532450528210293e-20,1.9715459254618202e-20,2.291300884760761e-20,2.2295793641389966e-20,2.6887189112840217e-20,3.1157336773085878e-12,4.544268687746619e-12,3.707950848051412e-15,3.8417179082590345e-13,1.5934611290836774e-11,7.47757949886521e-13,3.130545065211511e-08,4.922303391163114e-14,1.0150359821573589e-11,4.069329685348116e-12,8.430978276289709e-15,2.4904522748794735e-15,2.752189410751829e-20,1.0883031293142509e-07,1.706984937405364e-20,6.182637428010002e-11,2.3731384506655874e-20,3.635377295056555e-08,2.0283942873204032e-20,2.9682237892969354e-08,1.3042838582096326e-20,1.0880281662750467e-07,1.6943534920827636e-20,1.1002849616863173e-12,2.5997487854471072e-20,1.2092920755635984e-13,3.0291880003911564e-19,1.0517745806226174e-13,1.6364704155182464e-20,1.2287727094750283e-09,3.1310113192631104e-20,4.758972285674614e-12,1.6973298292471362e-20,1.183427553397147e-08,2.1410038405522638e-20,4.468699193740473e-15,1.1023294240900723e-12,1.4022879785153825e-09,6.50530989879476e-11,5.679292616534971e-14
dcr_KS07_CD4_CM_beta.p,2.242981191008991e-18,5.515162277352721e-16,5.515457956301326e-16,8.625358814321551e-20,5.115689882899846e-10,9.725434305957522e-20,1.5179756021560742e-19,6.931063127559741e-17,4.737769531795887e-14,1.3701232222787017e-15,2.8947437897748334e-17,8.234800177037314e-17,7.316730662564707e-20,1.026816259934443e-19,9.307060433177926e-20,1.6105371758017267e-19,5.431570174876105e-20,8.753690990745742e-20,1.13803554101811e-19,9.772830618119363e-20,5.663968309151586e-20,5.3464111882069985e-20,7.454785120188085e-20,6.119839535215535e-20,6.592340037840015e-20,8.19114547110423e-20,8.53256640266027e-20,6.37895451223263e-20,2.5555326445530347e-19,5.1151557673079284e-20,2.3588289943019757e-19,7.271865809879709e-20,5.650150943907324e-15,7.133302368288915e-20,4.938120502640495e-16,1.0806329179701043e-19,1.3744694989289477e-19,8.343777671872957e-20,4.971750686869053e-19,7.735897992212559e-20,8.861755848414265e-18,1.0061902051908988e-19,1.0096326663901927e-19,6.498016603842868e-20,1.6108091733256163e-19,8.831030749268576e-20,8.896716769076264e-20,8.621911714929543e-20,2.0062122096742825e-18,4.803690273306132e-20,1.5301644384644579e-07,4.752543304475417e-20,8.485564364621097e-20,6.048713752803522e-20,6.212018181096066e-20,7.016667065499697e-20
dcr_KS07_CD4_CM_alpha.p,3.822163174758355e-20,3.702577228593421e-20,3.6445473982121974e-20,3.3099577644171853e-20,3.5443347766508136e-20,3.308218607409086e-20,3.4515301501611843e-20,3.1544842135831574e-20,2.5708386935291226e-20,3.9569442898885466e-20,4.1016206684569156e-20,3.2700159488598274e-20,4.3990576851073e-20,3.5230511670753414e-20,3.851140517025676e-20,3.198533445799108e-20,1.6525841637172156e-13,3.0423740473765805e-12,3.620900974920122e-15,3.139633490317193e-17,8.201889910641948e-14,1.5146546703811698e-14,2.2504433254680865e-15,5.732221527769185e-13,1.0276311676935108e-13,1.6979373566986855e-07,6.051833958294507e-11,1.6299569844646494e-11,2.858718698503434e-20,1.0780312483937763e-12,2.975057655607523e-20,7.457236328324305e-16,3.8132144918946636e-20,8.71264901877812e-09,3.5399163738719736e-20,1.1550231919001726e-13,2.7813393308625037e-20,2.113842636124725e-18,2.7371559399220613e-20,2.927944633560372e-14,4.2125145855555755e-20,8.597920172329024e-11,4.1515994717516967e-20,8.01863763080551e-11,3.340042302666509e-20,8.188161776547832e-12,3.455850456792074e-20,7.759093259342763e-16,3.8769773877253885e-20,4.093698731795216e-15,2.3539293421185977e-20,2.8829904181302327e-08,1.7541703057865673e-16,2.9585026665012336e-13,6.114032290655833e-13,5.2060104027637225e-12
dcr_alpha_SK11_CD8_naive_alpha.p,5.321383607260863e-21,5.2756852024639166e-21,6.050053845953708e-21,6.7385230981784974e-21,4.479320050473374e-21,7.757745771211916e-21,5.389975210053206e-21,5.60907435950474e-21,4.7857459598833066e-21,4.784935844089377e-21,6.710817411325857e-21,5.120080602708355e-21,4.2659442831851315e-21,6.917119229072425e-21,5.9000961073809335e-21,6.637471363238946e-21,1.1878255955771805e-12,5.674524868249486e-17,4.02799847182954e-11,1.9827347838967418e-13,2.382674370267908e-17,3.8913210436838845e-12,3.416640719005013e-11,3.730198361873381e-13,2.371936268885442e-12,1.1879313631912711e-12,3.1708436822678503e-12,2.403455932473799e-11,4.4745189191679785e-21,1.234693863232702e-13,3.443644912942553e-21,3.4164918597259884e-11,7.175601012200213e-17,4.331201752383204e-16,7.459119818905098e-21,1.1080409672941221e-10,5.7372387891140535e-21,2.297546651332753e-13,3.144194341112584e-21,1.2626985433865033e-13,4.6937914819925596e-21,3.662754813991921e-15,6.546109226766133e-21,2.8957778719944572e-11,6.5454688706674596e-21,9.93577402692844e-14,7.208476937677595e-21,1.2363552417409532e-11,5.853727089871188e-21,8.055009436482528e-13,2.9524370835519574e-21,3.3903906718953867e-16,9.824149450928652e-10,1.5299970142690992e-12,1.53653905013039e-13,3.187458831448592e-14
dcr_alpha_SK11_CD8_EM_alpha.p,2.1503066183648828e-20,2.3686314382874035e-20,2.2862551441504968e-20,2.212275499061171e-20,2.6886959350551646e-20,2.4066854110210452e-20,2.242904536590456e-20,3.150041466259217e-20,3.628935489465662e-20,2.3948725273000102e-20,3.279486492995049e-20,3.1448564614607716e-20,2.786795697220504e-20,3.5552018806488065e-20,1.9483322243004793e-20,8.96328344119472e-20,1.1906726434473187e-13,6.903581402534644e-16,1.4103206100821603e-13,3.1856926578369164e-15,1.1439567040033622e-16,3.282028823916895e-13,1.1435578400817954e-11,8.183887536302002e-13,8.300978066538665e-14,1.2378083853653221e-12,1.9175110666966326e-10,1.1937217738641033e-13,3.751933694413977e-20,2.0901964080098844e-12,2.254540605992387e-20,3.321275485302663e-08,2.3080872505823672e-20,6.8037450660100775e-15,3.3457582275769987e-20,8.292223565713443e-12,3.2051630678483956e-20,1.452069190546902e-07,2.4268863770036206e-20,9.809266260959392e-13,3.5472951157678726e-20,2.234741778956636e-15,2.6258087007754027e-20,3.5407066360682916e-13,3.217999478707835e-20,8.018253517105885e-12,3.204693954129426e-20,7.993990343718401e-10,3.528395045817251e-20,1.7020690234470397e-09,3.396733449081117e-20,2.9105739094905793e-13,2.427091632789581e-12,2.0560999120141338e-08,1.4345875257033464e-07,4.864419322702985e-12
dcr_alpha_SK11_CD8_EMRA_alpha.p,1.6916112118580586e-20,2.4040665697042404e-20,2.263871216856051e-20,1.6003626117956506e-20,2.2047251470053827e-20,1.6399335573315885e-20,2.5406685972101417e-20,1.726364081126293e-20,3.9122926137443004e-20,1.0953759827019961e-20,1.3834784553871535e-20,2.4183333331811557e-20,1.923839200394842e-20,2.3672343632591312e-20,1.5915327828034788e-20,1.7912907502928644e-20,1.561115600828199e-12,1.1881643018023785e-13,1.8545498903584785e-13,1.195963076406073e-10,7.920443569801496e-12,3.1773090454067985e-13,4.08700954668708e-11,9.682598847212025e-13,1.1412104840685476e-11,1.5677151466263915e-12,5.309049475969161e-14,5.823175784663335e-15,2.5676765125363003e-20,4.281827329124167e-09,1.491299741227862e-20,5.8898798960503e-16,2.692997875285725e-20,2.2070837457966322e-09,1.7169455589868666e-20,2.0261244347194026e-09,1.8376748368577093e-20,3.659753225808798e-15,9.383791593592605e-21,5.617139112255873e-16,1.968054591518127e-20,7.885632190155697e-15,1.997445439592559e-20,1.7274284738189732e-16,2.1987761007847956e-20,9.59463434925148e-11,1.539913801119594e-20,1.6971569163224152e-12,2.7193571154835317e-20,6.159279818708353e-11,2.0588381968907403e-20,5.53195477352619e-13,1.8243233120557236e-13,9.734796021196653e-08,9.466265333747633e-09,9.74026804089407e-08
dcr_alpha_SK11_CD8_CM_alpha.p,2.54104142203055e-20,3.316511362549529e-20,2.5590587074099722e-20,2.4407828073725757e-20,4.594804655033703e-20,3.5282590149886447e-20,3.0172051666941515e-20,3.435288728749294e-20,3.522709235069788e-20,3.2788340570421374e-20,3.070303783991307e-20,3.208195975251238e-20,3.477693589418825e-20,3.8227261660098936e-20,3.344565559772236e-20,4.671929649152807e-20,6.926158630969515e-17,3.800781156955357e-16,3.5836427513501365e-15,1.261866114970412e-12,5.7460562520016097e-11,7.904606916566327e-14,5.752343888575293e-11,1.2671818853672738e-11,5.303079793902753e-09,1.8435731560625515e-12,1.7934672514390348e-16,6.6862430552892814e-15,4.47395091666862e-20,3.32348734524271e-10,2.8829523871395015e-20,1.9812871328012186e-10,3.279996790935134e-20,1.929616644340652e-12,3.802396578845019e-20,2.889520815852347e-12,3.593713812366065e-20,8.20394623492141e-12,2.540442128904001e-20,1.095820519634377e-14,3.2565755492838254e-20,1.346144168903031e-09,3.8879792350556813e-20,4.7727701254246e-15,2.4786156614442145e-20,7.731745279389917e-08,4.9716830700448994e-20,6.464674381878327e-11,3.522123396596778e-20,5.731421693048728e-14,4.509179230779109e-20,5.357891937236539e-12,3.2908449443093544e-14,5.267126682069483e-12,1.8686057121847116e-07,3.485782622582583e-08
