file,S2_pre0_rep2^7_D_Pre.p,S2_pre0_rep1^7_D_Pre.p,S2_pre0_M^7_D_Pre.p,S2_7_rep2^7_D_Post.p,S2_7_rep1^7_D_Post.p,S2_7_8^7_D_Post.p,S2_7_4^7_D_Post.p,S2_45_rep2^45_D_Post.p,S2_45_rep1^45_D_Post.p,S2_45_M^45_D_Post.p,S2_45_8^45_D_Post.p,S2_45_4^45_D_Post.p,S2_15_rep2^15_D_Post.p,S2_15_rep1^15_D_Post.p,S2_15_4^15_D_Post.p,S2_0_rep2^0_D_Post.p,S2_0_rep1^0_D_Post.p,S2_0_M^0_D_Post.p,S2_0_8^0_D_Post.p,S2_0_4^0_D_Post.p,S1_tet_positive^2_Y_Post.p,S1_SA^15_D_Post.p,S1_pre0_rep2^7_D_Pre.p,S1_pre0_rep1^7_D_Pre.p,S1_DRp_CD38p^15_D_Post.p,S1_7_rep2^7_D_Post.p,S1_7_rep1^7_D_Post.p,S1_7_8^7_D_Post.p,S1_7_4^7_D_Post.p,S1_45_rep2^45_D_Post.p,S1_45_rep1^45_D_Post.p,S1_45_8^45_D_Post.p,S1_45_4^45_D_Post.p,S1_45_45RO^45_D_Post.p,S1_2yr_rep2^2_Y_Post.p,S1_2yr_rep1^2_Y_Post.p,S1_15_rep2^15_D_Post.p,S1_15_rep1^15_D_Post.p,S1_15_8^15_D_Post.p,S1_15_4^15_D_Post.p,S1_0_rep2^0_D_Post.p,S1_0_rep1^0_D_Post.p,S1_0_M^0_D_Post.p,S1_0_8^0_D_Post.p,S1_0_4^0_D_Post.p,Q2_pre0_rep2^7_D_Pre.p,Q2_pre0_rep1^7_D_Pre.p,Q2_pre0_45RO^7_D_Pre.p,Q2_7_rep2^7_D_Post.p,Q2_7_rep1^7_D_Post.p,Q2_7_8^7_D_Post.p,Q2_7_4^7_D_Post.p,Q2_45_rep2^45_D_Post.p,Q2_45_rep1^45_D_Post.p,Q2_45_8^45_D_Post.p,Q2_45_4^45_D_Post.p,Q2_45_45RO^45_D_Post.p,Q2_15_rep2^15_D_Post.p,Q2_15_rep1^15_D_Post.p,Q2_15_8^15_D_Post.p,Q2_15_4^15_D_Post.p,Q2_0_rep2^0_D_Post.p,Q2_0_rep1^0_D_Post.p,Q2_0_8^0_D_Post.p,Q2_0_4^0_D_Post.p,Q2_0_45RO^0_D_Post.p,Q1_pre0_rep2^7_D_Pre.p,Q1_pre0_rep1^7_D_Pre.p,Q1_pre0_45RO^7_D_Pre.p,Q1_7_rep2^7_D_Post.p,Q1_7_rep1^7_D_Post.p,Q1_7_8^7_D_Post.p,Q1_7_4^7_D_Post.p,Q1_45_rep2^45_D_Post.p,Q1_45_rep1^45_D_Post.p,Q1_45_8^45_D_Post.p,Q1_45_4^45_D_Post.p,Q1_45_45RO^45_D_Post.p,Q1_15_rep2^15_D_Post.p,Q1_15_rep1^15_D_Post.p,Q1_15_8^15_D_Post.p,Q1_15_4^15_D_Post.p,Q1_0_rep2^0_D_Post.p,Q1_0_rep1^0_D_Post.p,Q1_0_8^0_D_Post.p,Q1_0_4^0_D_Post.p,Q1_0_45RO^0_D_Post.p,P2_pre0_rep2^7_D_Pre.p,P2_pre0_rep1^7_D_Pre.p,P2_pre0_M^7_D_Pre.p,P2_7_rep2^7_D_Post.p,P2_7_rep1^7_D_Post.p,P2_7_8^7_D_Post.p,P2_7_4^7_D_Post.p,P2_45_rep2^45_D_Post.p,P2_45_rep1^45_D_Post.p,P2_45_M^45_D_Post.p,P2_45_8^45_D_Post.p,P2_45_4^45_D_Post.p,P2_15_rep2^15_D_Post.p,P2_15_rep1^15_D_Post.p,P2_0_rep2^0_D_Post.p,P2_0_rep1^0_D_Post.p,P2_0_M^0_D_Post.p,P2_0_4^0_D_Post.p,P1_pre0_rep2^7_D_Pre.p,P1_pre0_rep1^7_D_Pre.p,P1_pre0_45RO^7_D_Pre.p,P1_7_rep2^7_D_Post.p,P1_7_rep1^7_D_Post.p,P1_7_8^7_D_Post.p,P1_7_4^7_D_Post.p,P1_45_rep2^45_D_Post.p,P1_45_rep1^45_D_Post.p,P1_45_8^45_D_Post.p,P1_45_4^45_D_Post.p,P1_45_45RO^45_D_Post.p,P1_15_rep2^15_D_Post.p,P1_15_rep1^15_D_Post.p,P1_15_8^15_D_Post.p,P1_15_4^15_D_Post.p,P1_0_rep2^0_D_Post.p,P1_0_M^0_D_Post.p,P1_0_8^0_D_Post.p,P1_0_4^0_D_Post.p
S2_pre0_rep2^7_D_Pre.p,0.017932777006801758,1.2209657463242754e-14,5.161412492125766e-10,6.140895069594212e-15,1.4916597730357838e-07,3.1267152033298734e-16,5.380452226803934e-10,0.004234710971219997,3.2371636839643603e-12,3.256112869203658e-16,2.859260855614356e-13,1.570938686577033e-11,1.49224966267598e-07,2.294709709812588e-09,6.201997288363251e-15,5.455249047819544e-10,1.5014556495615605e-13,0.0017743505394471784,9.130354204903713e-10,1.4531198891724461e-15,2.6060458232066626e-10,5.865680858034253e-13,3.094492773055198e-14,2.9187365805329923e-12,2.363235106706248e-10,2.1264635982810968e-14,4.845872218904354e-13,9.210691671437788e-14,6.020826974295807e-15,3.0797968599607226e-07,3.0242844935145914e-15,3.158046408408917e-08,5.4698753888563455e-12,1.1440566590651489e-16,3.6824297882419597e-16,3.662386816810341e-15,4.709711609614042e-09,1.097202303024042e-12,2.101824489327497e-15,1.5581462254804005e-08,6.811566963192074e-07,5.386082211386378e-08,5.571449869163826e-13,8.559811667526396e-14,6.8278421931501e-14,4.5169901658925866e-12,1.7539413386527118e-12,7.01275163040235e-11,1.638434796498381e-16,2.228602580371911e-16,8.33485334941647e-12,3.7013011339615666e-15,1.2137985633587936e-13,4.470375804432288e-11,6.327896298998509e-15,3.7853516496705044e-10,2.3706859713225508e-11,2.207687408907301e-09,3.2930725554075946e-15,2.4174019489010845e-09,2.4586242846967717e-16,1.964606799516245e-08,1.412100716678293e-13,1.8065890720591138e-12,2.072103127395182e-17,1.756677968191839e-17,7.638375923285533e-14,4.519907654840027e-12,4.7854217213709685e-11,4.432302882908972e-16,7.954185793420658e-09,3.273549833392481e-13,1.0925302176846974e-10,6.326180232991997e-11,6.624979119842652e-10,2.397138664493278e-12,1.3495354216424785e-09,5.421558596903322e-12,4.758609402500068e-15,3.5322575130332776e-14,1.607809085669227e-16,3.7001797650987285e-15,5.610898527033502e-07,8.637417900205822e-10,2.165074577028586e-14,8.854311028013166e-10,4.479228899981175e-13,1.1697493167839263e-11,7.054887768401644e-13,7.366383127804317e-10,4.269597526204389e-12,1.521237284095385e-05,5.353762849265629e-14,6.52057952661964e-10,1.0218507707633027e-11,6.004843928837875e-17,2.6406943227523477e-16,3.1488064735063265e-12,1.0076411942965056e-08,5.518964383232187e-06,6.3205103681494e-15,6.906098716333786e-10,1.2338090385345624e-12,4.96326269710792e-15,2.27483814201524e-15,6.474057131589052e-13,8.849962941216634e-11,1.814462924526884e-12,6.35209377872183e-14,3.247437775639826e-09,3.845834757788792e-07,4.9848592609930394e-05,2.532025408155066e-13,3.952387366832551e-15,1.4788031784244276e-17,5.596298237642513e-13,3.7171536131920484e-11,2.151526511098643e-16,6.193555553980012e-13,2.6726709447807633e-17,2.268325372929932e-11,6.684680993281561e-17,3.9185989760631806e-14,1.3249568761631406e-09,1.0356654319179358e-15
S2_pre0_rep1^7_D_Pre.p,6.687571545530068e-15,0.07225297802709593,0.002925198305954305,5.323641861439388e-15,2.377437720330067e-10,1.195743672520015e-16,1.3675629351250913e-08,3.5994946701342255e-12,3.139686194440434e-12,1.4902734305107508e-09,2.3821687641417647e-11,4.004048500966436e-10,6.418857039743251e-13,2.3166497451577657e-18,2.2241550940038583e-12,4.3147065106929947e-13,1.916525781062608e-09,2.0090067571404837e-14,1.2527232719691016e-11,1.5686663837720078e-12,1.6084302550272506e-17,1.0385397562221594e-09,4.888802388683443e-13,3.054922757947144e-14,1.233545011565601e-13,8.124804235771276e-14,2.9639739568633423e-15,1.658172260401502e-11,3.430059191063662e-09,5.712861333982519e-12,2.2774399092586096e-12,3.3809971071342435e-13,1.3464558530892996e-10,7.235447488638539e-06,1.5766442011930764e-16,7.680771168691571e-12,1.0674701684596162e-11,5.76195723754899e-14,5.451124746821512e-14,4.117012749898813e-09,6.333209986591597e-11,1.5726775260119894e-13,1.734799399406957e-11,1.0496423698909148e-13,3.470323028427457e-13,6.101809609809162e-17,1.380741751633006e-10,7.335026033222593e-12,1.4062159044248583e-11,1.0993730058534637e-17,1.3407822558804509e-15,5.747222235585836e-13,1.791842450001921e-15,1.345912537208282e-12,5.027271424210114e-16,2.582712591073835e-14,3.262814268860649e-14,1.2001408652912215e-13,1.610580858408476e-14,9.017579656830693e-09,5.048296732847011e-12,1.61291112830573e-14,1.8942317915953283e-12,2.761158622988756e-15,2.7409000847917925e-13,8.543630984767031e-14,1.681481052001528e-15,3.162757425267831e-13,3.966615312550588e-11,1.0207306790923978e-11,2.4015259119234203e-11,1.7246050485156448e-17,1.2476220536757619e-12,4.451236194898866e-16,1.555854124598694e-11,7.364304084079106e-11,6.169900579775376e-10,7.305748584803168e-10,4.246616159028096e-11,9.806218783181455e-07,0.0003494233605745861,1.2828699318860733e-14,5.341882196947617e-17,1.8864415485522416e-13,2.6230487108739365e-15,3.015250108227785e-21,9.783475510780516e-07,2.1545270542824523e-14,6.809238957797365e-08,8.538604659238392e-13,7.577396824331373e-15,7.039037549892474e-20,9.034821975663239e-09,2.0423231960051486e-18,2.1132569213544973e-13,4.423361968559195e-13,9.77312500683901e-12,2.725518657597233e-13,2.4133234286698733e-19,1.1161484017074637e-17,1.1612461244515062e-11,2.846953807407583e-06,2.53284865953116e-16,1.345420363477348e-12,8.167764571647832e-12,5.889561882092077e-17,2.0931419519548678e-16,3.1723046887287885e-14,3.8597956123359183e-16,8.932870120908419e-09,1.5209376875190806e-09,3.9399505149490614e-17,7.875484322128694e-18,6.235295904700896e-14,1.3034323116097198e-10,2.2101847488444284e-16,1.344848259126477e-09,1.7217500098984897e-10,9.31944885349751e-13,1.489156566971972e-13,8.537121043824007e-20,2.0735727269724073e-15,2.290743345083461e-12,2.2103519951390216e-10,1.4351235320370768e-17
S2_pre0_M^7_D_Pre.p,4.958253787539155e-10,0.0024444959840897226,0.04909848258426974,1.0072758655327688e-09,4.619242793036047e-07,1.4070202887071018e-18,9.408392316513785e-13,5.5914976307667826e-11,4.6192305707152e-13,4.939153550462941e-16,7.844307994814388e-08,1.6824667108295303e-09,4.6167671967417533e-07,3.7603889843892437e-06,4.217697306361579e-11,1.5612154142527364e-10,7.89607633562302e-16,1.6570192214075006e-13,4.9055466335594176e-11,3.932276381447183e-11,9.603632366891672e-11,1.6287008036353196e-09,4.5662447968552714e-12,1.1767907705760833e-09,2.5188389640209407e-08,9.915313783759518e-15,3.8376784813281554e-14,6.499610401744331e-14,6.9450146096695935e-06,8.832534049947278e-08,1.5972484920899198e-07,4.786079546581175e-15,2.006348802038912e-10,4.217764299243716e-17,1.8075855828403238e-12,2.0240962105461985e-08,2.4296201447319887e-13,1.5824290130886024e-13,7.210865461824191e-16,9.168296879425358e-09,2.7365870169868407e-11,1.8664122274773384e-09,1.5211921278413983e-13,7.930194339392644e-13,5.32507298227524e-05,2.5192379096024886e-12,4.979422930757148e-09,4.466803893388179e-12,3.5128204154223933e-09,1.0956641400382933e-10,3.0776769054622987e-09,7.424878910109445e-16,0.003732025835809695,4.952037878003818e-16,6.413739305216864e-19,6.250324394558231e-13,9.276072630987265e-14,5.997471590611021e-14,1.4758109966778224e-06,1.4394703618132223e-11,2.2508233976202197e-10,3.1520653125482004e-06,2.9944734331689443e-09,5.821669618169888e-15,5.928832010991385e-14,1.2311876412652242e-18,1.0671090571541653e-12,1.2020374402619032e-10,1.6698218608455285e-11,1.5075455627209185e-10,3.190317257866812e-10,1.9898508459530588e-08,1.6402358683613904e-12,3.916247114178099e-14,3.4351064663262476e-13,5.831295969184311e-09,1.0541527099711953e-09,6.046804366362845e-11,5.090327017513388e-13,4.223702523904328e-13,6.212151613795453e-06,1.5042898854467823e-14,1.6907330919470166e-09,6.01018850830405e-10,4.546748952286799e-11,1.3405916889944371e-13,1.0011752030094897e-06,1.0157625965812479e-10,4.584904389275943e-11,6.161414351772439e-10,4.518039953870413e-09,2.5367420073605575e-08,1.4151497636996714e-14,4.045057228512707e-12,2.0536520865140374e-08,7.376051245483379e-13,6.978674178052174e-09,1.6980467665113732e-14,1.0850122783855308e-10,1.5975157099166762e-07,7.76452585899601e-11,2.7234950304141763e-10,7.028969517029853e-12,9.89042609143085e-09,4.7260599693832445e-17,1.8037187842085397e-06,1.6672939393274548e-14,3.33622808958385e-15,1.416062525059117e-12,1.809348649874436e-08,1.8884776573128222e-10,8.609494780902414e-10,5.412572506259262e-11,1.1618564665888639e-17,3.1935842337644594e-15,1.797721774380857e-08,2.540999364442596e-13,9.630450280400265e-07,6.286860014693525e-05,8.122990720498475e-12,1.8735806974320536e-06,8.745343391829574e-05,2.9057315656308377e-13,1.4002079710966462e-11,9.539454494310486e-11
S2_7_rep2^7_D_Post.p,2.2083350737961976e-14,3.1407657585781364e-14,9.53850096211878e-10,0.0005557031664553593,1.6294825689189475e-16,2.083513636869177e-12,1.123547573585326e-16,3.1957039263269076e-12,1.0130692581232836e-15,1.908884476226276e-18,5.804014650983378e-12,1.2862219760948857e-14,1.634484236766643e-16,2.1978545028752295e-12,3.384927566098178e-16,4.598769039382804e-19,2.21398443533976e-16,2.59287298940955e-16,7.247010665887647e-13,4.39769424765625e-19,3.095583554611095e-11,3.253508052514617e-14,1.23634151428935e-15,1.6622419723552032e-14,6.8413504394527014e-18,1.92478521563391e-11,2.4592517066208833e-11,8.92484008680593e-11,1.380535434705696e-13,1.2718692415758636e-06,1.8558648816204134e-10,7.633551277855997e-13,3.3800752371931617e-16,5.1717714596565326e-17,2.3500187841006466e-12,8.49238505608038e-10,4.24380022298911e-18,7.467744868012527e-16,1.995160973201717e-18,9.019615102243167e-17,5.905956471194136e-16,3.2175541876507554e-12,3.117564212535568e-16,2.186291574298888e-12,5.84885103066109e-14,2.6303542377183074e-12,1.6698920213333885e-11,2.7677260459487745e-15,3.1688949621646395e-12,5.152636240770968e-18,1.7016027634691408e-10,1.8869155213457384e-18,1.7615355216915023e-09,6.8219984293271905e-16,5.132108256964536e-20,9.796066623609264e-13,2.017771336992641e-13,2.0251084990708746e-13,9.280296594757534e-08,2.229482862610273e-07,1.4630273210514204e-13,3.393445770918328e-16,3.213516222648587e-08,6.561283131459604e-17,5.793897371795391e-14,7.21600634155382e-16,9.051051695638829e-16,4.748626277097637e-12,4.845892544121898e-12,4.015146411691288e-15,1.9524477623216153e-15,2.8827713209547523e-16,1.4701542914426875e-17,1.8734655643340195e-14,4.526751713904759e-14,1.0113329392345807e-18,6.132345614143244e-13,2.95429337636589e-18,1.2125928911664746e-16,9.661992861118032e-19,2.1434569812383795e-14,4.308374818854786e-15,7.031991887944006e-14,1.5486317489454702e-13,1.881977520735625e-18,2.704527981692237e-16,4.205245350485502e-17,1.5116888940335842e-16,1.0216395287108268e-16,9.4177520245018e-05,2.3871899674751697e-11,3.5443730781420865e-13,1.2135303924512658e-10,1.5292845003968942e-13,1.931779357272883e-14,3.693199798108071e-18,1.037768775900914e-12,6.664046922855559e-18,1.904224872681881e-15,4.4016948503194584e-10,7.896240739926348e-12,2.8502568938451086e-16,7.507283846360416e-17,1.8940063237583757e-14,1.7097934602959944e-20,3.6870332101485154e-10,1.2497562625944403e-09,1.7828856797235607e-15,7.30414469145654e-14,3.8101939883119916e-08,1.3609272043339737e-15,1.8722558106757724e-11,1.2836656810536474e-15,6.565261105611285e-11,7.818342926280215e-15,2.0389661565889284e-10,3.175458138659066e-14,1.8222968988438652e-09,6.530360344323963e-13,3.236487469558961e-14,1.1460377410772965e-17,7.506950808823338e-10,4.352430096254701e-16,4.088148651118422e-09,7.650374865925423e-17
S2_7_rep1^7_D_Post.p,1.049188321628592e-07,2.8029554152790034e-10,2.534950718452405e-07,7.938092674402722e-17,0.0022563035047491096,3.1996725638181264e-14,1.4034018972237345e-14,1.0896894498479217e-11,1.7295402971425304e-10,1.067840375081285e-17,3.9335045871786584e-13,3.60761887415966e-14,0.0015020999119741006,2.000762298892933e-08,1.5287101035834984e-09,9.532653685595519e-09,8.308711709373017e-12,1.4117402205897677e-14,1.76022642356158e-11,6.56269206252742e-10,4.3614359498545406e-16,3.117458718125091e-12,2.780155750281293e-10,1.7135366369913185e-10,1.1992695626560907e-15,8.896836739007417e-11,6.379586232053897e-14,2.9435262970054145e-14,2.225389875225104e-16,2.5450242696288288e-08,2.2861160069698534e-12,6.899389375825761e-10,1.120900540840577e-14,3.202673352829252e-15,1.377998007204092e-12,8.141239428931302e-11,5.371826661667932e-06,7.226848388261765e-10,2.1278227632809525e-10,1.1752406071975905e-19,8.033046335527573e-08,1.4756205594383953e-06,5.5965365034296764e-11,7.572381054893767e-14,1.8571818471436509e-10,3.200602131280291e-14,2.6050940634828042e-11,3.4247603624742244e-10,1.2755621015766868e-13,2.6857996958914463e-13,1.1872646548639592e-05,2.6559598893426824e-17,3.1456734433442294e-14,2.224770490006113e-11,9.142412523344326e-13,4.206328074636394e-11,1.7553572897254013e-13,1.1492849826450898e-10,1.173732946368063e-10,3.325799282855734e-10,6.388882521502243e-14,7.378841704908894e-06,3.56169009049617e-12,7.800446615427659e-14,2.0699684309159583e-17,3.02775913782168e-09,2.4638191393219154e-16,3.661588364259106e-14,2.7579660005973713e-12,1.631264133765649e-11,2.664828051495746e-09,9.700064875806026e-09,1.5672868994962664e-14,1.306394936483613e-13,1.32760104358022e-10,2.409425416586235e-17,5.197249292740809e-09,5.548791875351119e-18,1.9813313260114695e-15,9.020291666905507e-15,1.0853654138273361e-14,3.1224860165180255e-13,1.4364897486687102e-07,7.913656396888873e-10,2.8269920842640874e-10,6.621102894040593e-14,4.342938513415351e-20,4.7186314559108044e-14,4.5379174964728836e-12,3.7767583683593253e-10,3.688858819277615e-11,5.095282692272524e-11,8.652100262889597e-11,3.541122238581163e-22,3.720770085095389e-16,3.661751220021426e-15,1.844578710835411e-14,5.336121002493394e-20,1.2736409289678068e-14,1.1910166352845512e-06,7.090408330274715e-14,1.7894178631754243e-11,3.176139689827649e-08,4.042581478607432e-15,4.415964080659231e-21,6.506603356838286e-16,4.022998055022249e-15,2.007703635185419e-12,8.668109069542929e-14,1.2013596632115704e-14,1.2551976409223166e-07,1.0410728295305775e-07,1.8670078203548686e-10,1.703748511599501e-15,7.896242901762526e-16,2.310143853321287e-13,3.736969541919461e-09,9.484010415527686e-10,1.6491143454903796e-13,1.2402314152923845e-12,3.341510956935695e-17,1.3883246887612248e-21,2.0981171179401135e-18,1.1168117667141843e-09,6.748216016420876e-13
S2_7_8^7_D_Post.p,1.1899198337592609e-15,1.0706921531542446e-15,1.710720004247783e-17,1.8957927259997365e-12,4.126887764722987e-14,0.0009908783671705428,9.72239325760042e-12,4.466966273201473e-13,0.0007578738780670805,8.361372546814276e-15,3.8978440318303114e-07,2.939303547298948e-12,1.823479608325873e-18,1.4422396332171855e-17,4.957932506724868e-09,0.0008444186892335732,6.382986427524719e-14,2.6396858088249484e-15,0.0008440682145053191,4.009679274627892e-12,3.600490187533213e-11,4.8436745087588594e-08,8.000566649217576e-08,2.6532964647596253e-10,9.360465381494162e-13,3.751454660579255e-12,8.273932222777321e-10,2.5033051709457938e-08,1.9432618498678305e-10,2.1553196307626272e-10,2.9516540343401233e-08,7.481212678033867e-14,2.2803311741518383e-08,1.3821913835782204e-14,5.058710284006802e-15,8.02854056369131e-16,6.025983157127475e-14,3.254768447728792e-11,9.957154133722119e-12,1.013256656641495e-14,1.2654641969374596e-14,7.470544270460036e-12,1.1110537136747582e-10,6.001851510467308e-11,3.985421081638584e-14,4.734619363583984e-09,3.4226575958263267e-13,7.140451500412273e-11,1.4477031580169602e-10,6.566599356439764e-13,3.3511829857542467e-08,9.542815448472397e-11,9.392040206163418e-18,9.330820469348426e-11,7.580370154070824e-14,5.340561733091156e-18,7.741384822070281e-13,2.4328883426097537e-08,2.897508299817868e-16,1.6530555168121617e-15,1.3209448583213951e-15,3.294587447696622e-14,1.9202516910470164e-14,8.272812649286265e-16,4.222252788306853e-14,3.778070805842504e-11,2.498623891154979e-16,2.023682427744305e-10,7.373957250261322e-13,9.144630233269971e-15,2.674531180286114e-19,4.581082546499269e-13,4.578016424970094e-12,1.0404649941040194e-12,3.0857951921589654e-11,1.9210444298343112e-13,5.619925650483134e-12,1.645648212989523e-16,2.451190660000236e-16,7.479190011887268e-14,4.8944798223995145e-11,2.3795283491787083e-13,1.7751049987674478e-14,9.815750739530483e-14,3.90714019678336e-14,5.632918099673424e-18,2.0251466080395658e-17,1.8556226354088534e-10,3.198965119331076e-14,5.063888686156047e-16,6.544837752898701e-16,1.2067933914399165e-13,6.249374874963856e-06,4.2622021961769694e-14,2.9487915377843115e-13,2.3879766848997753e-19,2.1365254508088936e-14,1.883316591593561e-10,1.0007146284844867e-17,3.7208631100773636e-10,1.0366081302758989e-14,2.1584968788999873e-13,2.663421793111461e-16,1.419647060684817e-15,4.447172282969829e-16,2.142491196144274e-08,9.230717255300456e-09,4.638269453463392e-15,2.238600517711202e-14,1.2442482335717961e-15,1.5642903372960654e-15,2.6503517120397e-16,1.4267705368321859e-15,8.545831986181949e-11,2.507377140506399e-13,1.2576647704228025e-10,3.363078103946504e-10,1.3268847769588774e-16,6.820088111261894e-12,1.7324006547197376e-12,1.6508602013344398e-19,4.3327854260580296e-10,3.6702487078574794e-07,1.809262605911063e-13,1.1258504407253991e-07
S2_7_4^7_D_Post.p,5.515451170623086e-10,1.1512120994949311e-08,1.7289804494603341e-12,4.511804177833164e-17,1.2178991219386749e-14,8.352397398029187e-12,0.0032700835376197807,9.186938755343597e-13,1.176907937122129e-11,4.039794799819621e-07,3.3568724695396115e-14,2.812514611757587e-12,3.2089973071516665e-06,1.3789451360468024e-10,1.2003699599001033e-11,3.707224791182591e-16,3.500854616753495e-07,4.204516621594699e-10,9.885383855632464e-11,1.5831858947258967e-06,9.593184241106959e-17,8.606359282001042e-13,2.994856444069261e-12,2.5593746150284145e-12,1.2994093499516236e-11,7.794003853794938e-11,3.071840165892201e-20,4.897394852415559e-16,2.0981133397856385e-08,4.74611018974647e-14,4.599289323953533e-12,1.8036361040047287e-08,1.906770424154236e-07,1.4821324877037841e-15,6.3318619450455235e-15,1.0969516441068646e-06,1.115811903853005e-06,7.495261864806096e-15,4.092312163952069e-11,1.988795704320745e-14,6.49078972392207e-12,5.741481987790084e-14,1.7060234809249416e-13,2.9560711947401754e-16,1.0768839850854196e-12,8.735330792336431e-11,1.7133102130869401e-10,5.353343670630585e-16,1.9511108366144402e-14,3.4939085727464175e-12,1.8473060231682213e-10,4.813060211555662e-09,8.926208130793146e-12,1.4315948245435564e-07,8.526309896399652e-11,6.472620556771262e-13,8.294879239922881e-13,2.4128593577874866e-09,6.686678626131935e-14,4.900251387407452e-10,1.314664104527415e-09,3.020041348540013e-09,2.755594979122165e-16,6.013932772256034e-07,2.8885523497187202e-11,5.236330671929333e-10,1.735741912092312e-11,6.757603848713943e-17,6.274353974345598e-10,3.18584281880975e-14,6.361962618428224e-09,1.4606763316668984e-14,1.637481741785845e-10,1.799783590899235e-10,1.762638032491202e-15,9.24069090703202e-13,4.368252482586518e-10,2.7277359084852837e-15,6.086355106374696e-12,7.208648112063712e-12,9.092635940826296e-17,6.306148549110377e-10,1.4348581270010485e-11,9.724738846255507e-08,1.8720723146817473e-07,2.4320857547093564e-11,7.752354991093258e-09,1.5659621362833498e-13,3.79728856005441e-07,4.880442403269124e-11,7.041009885782033e-14,6.104705089049175e-11,3.1502976698590954e-07,3.874759098722698e-18,2.1858497445888108e-10,5.479529266782744e-07,7.087435676616335e-10,7.68050812418156e-12,2.817791325439021e-14,2.8277187409913717e-07,4.302246548176967e-15,2.886110032961073e-05,4.4283904525299844e-09,1.5689535384494875e-15,7.780984818732437e-15,9.085929067975305e-08,1.911652804032253e-05,2.8054368525466328e-08,9.579500820843344e-10,3.842453589159676e-14,4.349234239551282e-11,2.729939188049946e-14,1.807971845672958e-14,2.334721099161714e-14,3.661626037680175e-07,4.854779584269812e-06,7.358049849009318e-12,4.8028818031329555e-12,4.1342894610265376e-11,3.78036166543617e-16,3.595041489364378e-15,1.381411101802244e-10,9.377395955428008e-07,4.9579264241438455e-12,1.4134869530470665e-12
S2_45_rep2^45_D_Post.p,0.0012784779271395237,7.008482520251062e-12,7.535354919294797e-11,2.640756261664953e-12,1.1332434165474136e-11,3.9941571777680003e-13,1.0617943887718354e-12,0.0016345058085757002,2.1551319246324847e-15,4.2679128989589074e-14,8.4206282513002e-13,8.884938935640489e-11,1.5735195714082534e-11,1.6369262103066524e-14,1.2194157667304047e-16,4.3683598071305744e-10,1.7947171406745603e-18,1.315077249664552e-11,7.324524109667728e-13,1.2546922488914973e-12,1.1253017015774016e-10,2.6313118666753118e-11,2.2706706394109997e-13,1.2385951196723971e-14,1.4733104948675512e-13,1.943974788840753e-14,1.8713035701318762e-15,4.85250496409396e-17,1.3180074199350628e-09,6.315362970382529e-11,1.0180291080356907e-08,4.115289330629575e-11,6.272244624667909e-13,6.206992020684777e-15,1.1229079124345504e-19,2.6012522227272958e-08,3.2984562143243166e-13,2.050157259692726e-12,2.5087186024203476e-13,4.465872254704819e-14,2.4196611391832345e-13,1.7928486805200236e-09,9.897321216132094e-14,1.6988646187014604e-13,2.566647818925051e-13,1.170929461417688e-16,5.825414013040666e-15,2.674249530702517e-14,9.971595121112882e-14,8.662700323032909e-13,5.303077400789988e-11,3.015953084262018e-21,1.4964972082083904e-16,2.714971052676463e-12,5.931195704853251e-15,3.1586864072467926e-17,1.0574205936262547e-09,1.2780696026647369e-09,3.79643654252643e-12,2.3054979157941574e-09,2.0783078174902652e-08,5.512849331954224e-09,6.972545582008207e-18,1.3655105783935831e-11,4.605463157733121e-14,9.942836675071157e-17,5.943201512717507e-12,4.808978133667499e-16,1.8394625289680372e-13,8.953076395187403e-14,6.683563718889036e-15,3.6576315446888266e-16,1.095394277982389e-15,3.1963807836717436e-17,2.195674334023948e-17,3.490811913723166e-14,6.979080437803563e-08,9.533104257657817e-10,1.8061173777136284e-14,4.871645435129159e-11,2.0167428759954036e-15,3.8370367761021517e-17,1.8642006080625426e-10,3.0700108210815096e-16,1.7294775175188958e-14,1.5475613576309594e-17,1.2903283010294295e-14,4.782676742447747e-16,1.7736691654810384e-13,1.71117330719006e-13,1.3874789988972117e-13,1.1609203546952394e-14,2.176843344864362e-15,9.125357649237855e-18,6.432173408034899e-13,1.9428141268956571e-13,1.7999144213678718e-17,2.4413042454029183e-15,2.3581088470266692e-14,5.070984512661744e-10,1.383370125625318e-09,7.990121956062628e-19,6.418376121493679e-16,6.723701355115228e-13,7.422671374262049e-14,2.1056632148269052e-11,7.044035713538545e-14,8.052754862050714e-17,1.0065543213510344e-12,3.217914994865368e-10,1.6682843599688206e-12,9.33120511385257e-11,8.841426765809636e-15,2.185922315838141e-12,2.0134530897964685e-14,9.722773335874751e-14,4.360704552319987e-19,1.0949832162392075e-15,1.4834222580649912e-09,1.7778263811839544e-12,1.5509143610592717e-11,2.8008527218042104e-09,1.3602887136913707e-11,1.2353792203475221e-15,3.020246946569066e-10
