file,RT-5.p,RT-4.p,RT-3.p,RT-2.p,RT-1.p,CONTROL-5.p,CONTROL-4.p,CONTROL-3.p,CONTROL-2.p,CONTROL-1.p,RT+9H10-5.p,RT+9H10-4.p,RT+9H10-3.p,RT+9H10-2.p,RT+9H10-1.p,9H10-5.p,9H10-4.p,9H10-3.p,9H10-2.p,9H10-1.p
RT-5.p,9696522321.50438,222.61115219453544,197.10716261976225,249.10687877615965,197.02708834452608,0.03694500587523974,8.374458500960193,118.8835481595777,47.32999433823421,10.175090459849123,0.0024121224178561616,0.0054023573454259465,22.92683103712474,0.7301114074900981,4.044770524808831,142.183811591564,112.67314117673305,17.259078263431967,196.9492102144034,49.652400022610756
RT-4.p,519.3281482331864,53773135861.55653,0.6832223366257699,929.8083501126092,290.2172642709184,364.16564918966657,0.0004561279395731542,616.6531043211324,184.34971987856972,241.5428392416239,284.08301133469513,73.55580569747717,186.53758194292826,31.929542547441603,232.86742421128147,5.2328285769948675,68.7785010929225,0.5131784213555506,269.12925427835387,120.15594036436592
RT-3.p,455.701477165624,0.6762287916069534,51855173163.725334,200.5487518221591,392.00821197093546,233.94656846895236,0.012108438322140353,391.589933167492,256.0742373972221,0.006179589748218137,0.001886443677584118,10.23734525829166,0.04124751111754987,2.7045990057721525,31.238617834849947,14.626869228727553,0.06904341694499434,205.1319687501703,227.9808061236964,296.4737201365952
RT-2.p,538.7074931582604,866.5226092837444,190.7943514250053,46697092356.34659,436.4057731518485,14.991947041197074,73.05091752724368,5.1924777853053286,0.10413455594926452,27.53032841467689,3.063505719611569,1.4858414673443323,165.66029572418526,60.99990671698074,0.7898420024689922,351.42874045270565,0.02392843209720754,133.7400479762795,218.80058270350605,254.02366932068477
RT-1.p,339.91620196285834,214.63380311667916,294.24268320992,343.3333057370357,29447411355.20281,31.79714582300919,3.6265463404109597,57.731753209305054,169.9016526122471,0.0005508146151728776,30.901259859673097,169.96243746314016,106.82752792389188,170.2078427192717,56.867150063978755,548.4256474801539,21.09674082012106,242.1000026594838,289.69381041352506,17.799822180322938
CONTROL-5.p,0.04533048933604531,246.3766302382805,159.9168155479059,11.593624278440348,29.39818881332149,25523773506.25152,14.769173079639847,320.7970994192267,228.6371275354462,193.67424845180568,162.902740732428,23.293305246777553,2.6772008407816394,0.007376906602951131,199.18450128713587,0.2181029044712399,15.272830776919166,8.258577380529218,80.62348740430966,155.17499195885785
CONTROL-4.p,15.382904506394427,0.00045338122479758337,0.011942540631358975,73.86278787919636,4.360109548775324,19.580148326744435,47840927058.58803,7.932103509969635,1.2987343164729608,254.02256562974398,0.8968427699520706,12.056791072417186,0.030266307250264107,218.7268623575142,0.09154676044837606,82.54110445493654,0.41301783315996177,1.6916936213081037,82.51801378423963,4.01727723705521
CONTROL-3.p,273.72138490297704,616.2234811987794,398.34919713297944,5.472023873522558,75.20799971242025,477.8780487224527,8.269144339753579,54957833707.257965,1129.2381983621956,548.7933393980577,13.535458280643354,0.29014639643946055,0.03361977152294049,0.49687413287021415,0.00021291868383681601,231.90976596640897,20.370573352710757,4.035541071481018,248.27481783575394,470.1258099413949
CONTROL-2.p,80.82715039235616,145.14675147747312,201.60887446147038,0.09562726427155624,178.58189288269884,262.0841067965533,1.1360969567967456,872.4096591070643,31906112733.05505,224.05230944516643,103.31476092249228,315.621091015107,0.019583992944156355,6.649201521879953,4.577359747344719,178.71287339596802,93.53906237776175,183.0762384431667,162.79565358711213,204.02170436309945
CONTROL-1.p,16.608618795802997,183.71487366176058,0.005751953944959987,23.179734966087445,0.0005522830479689003,218.9688166465018,205.11334136546122,417.6457380413691,220.73127485435728,31127136079.947487,292.6465082661731,60.954290520934165,4.719360527122724,235.0850773317604,177.72727802648345,117.07457019173845,69.24318424517583,2.1869079667615737e-06,33.25318407853436,78.23283947949423
RT+9H10-5.p,0.0027176775321553466,187.19020720153455,0.0017176716290332778,2.37274118553662,28.16981592076688,159.09343338519622,0.7157676544568169,9.841116941846506,88.78320153268534,253.5006962546401,22962134542.89343,219.07926616158827,0.12986084132831474,0.6774281206385636,151.71874656495427,60.45838047230245,230.38655785914153,202.0101609570653,303.8995813763572,0.032639522326063417
RT+9H10-4.p,0.006539101462779842,59.284006034593894,8.716606476005278,1.3313978871092724,182.77092022638072,26.862561203973367,10.528293124599578,0.25696283018122795,322.60199752045395,63.012461873651844,263.0295363176975,33644618793.97521,2.320289938789507,13.399607802418235,0.9511059822932506,306.901108043631,0.006087153272650544,189.5599083869447,3.909028583137568,1.141995375453456
RT+9H10-3.p,42.07712653507757,157.08006288890547,0.03890392089495265,148.97412258901485,120.61234831449612,3.1280773132608193,0.029058629537022252,0.03142410190903542,0.020194588857296202,5.070357242346007,0.14597311023489526,2.4117526820763246,37407208570.62738,24.494270257163116,114.87910572011133,0.05320616015310619,78.93538409272283,4.683798621451589,280.4106320872715,247.07886816386753
RT+9H10-2.p,1.1516289229967827,27.50984557458604,2.441265593805672,55.75371989764506,195.67065760694624,0.007926884038326943,195.33899847987715,0.4499327608182139,7.129796891913062,260.6417298635244,0.7866734597012391,14.15801802582328,24.695458375447757,38163113321.920906,65.31338346169902,198.83558625751425,0.12396981284218983,81.20407153108437,125.1740686699572,74.18628031008505
RT+9H10-1.p,5.925526834990495,162.51188145435148,23.26945802702219,0.65869016579857,54.32855096016247,207.2890260348257,0.08017755123122047,0.00020790143266717677,4.264753817703151,163.5081293764197,161.9544918921611,0.8825508824130793,97.6540093751553,54.82439239407349,26680807273.552597,56.16119789883163,71.56659486697771,0.8093717882720338,155.12725916679918,10.480639239375224
9H10-5.p,234.22004597626335,4.10209595712238,11.237967990399842,268.0065615671423,529.757222385806,0.22400949704913714,63.072733562709644,164.19325207893027,164.16502503843793,109.45109045326511,65.13221477473313,276.4191776219109,0.04947839146206165,169.35014203349525,56.903821496890856,27555055237.785805,252.29296242128035,0.06436977622913374,567.9006938976431,1096.269950467505
9H10-4.p,276.68076067125037,72.28525643379726,0.07121110526180961,0.02505723060209197,28.465402616803388,22.055608466700548,0.43868303041879836,21.405041285305764,125.50083518609743,93.37493756430226,364.7619011564058,0.0065359583706439735,97.65918676895917,0.13686869331156692,106.25955286174471,373.435191852054,60445292666.49542,772.2036512971926,106.75840332083322,385.73818641893763
9H10-3.p,33.95077351311504,0.49040236512513613,194.23874516769865,132.9243560305664,302.9913724084289,10.660239698369459,1.6716826245335668,3.8178086396638067,219.8926785373622,2.0702742988926965e-06,283.22626400320905,222.50148102623064,5.039507053702771,88.76290135383591,0.9712260737954798,0.07298740554282888,675.0025753813197,47031935593.30414,0.004772560624604885,230.71999664542028
9H10-2.p,352.23495282241527,205.74338644956347,176.34010580331145,178.46547854565895,299.6883772628568,90.99097302985928,67.38348969341588,189.35247105863954,160.69294384669723,33.29745203050161,353.2002982708135,3.8121966026505896,257.2544905770849,113.53116301941452,168.21149096336717,609.1725814550682,77.89761680433861,0.004542887246233269,31957987579.82603,176.59913383494325
9H10-1.p,126.16528829716073,134.97570124060235,339.76791179994507,306.3088408341111,24.782167151132924,262.0363593585979,4.558951623648466,529.8921084676886,297.05138823937705,111.63765735883928,0.04053664983109835,1.4378250365928111,331.11828920059503,96.5640470612429,15.497579883968603,1739.280029099411,410.49315152615424,280.80369711464436,262.65029507035194,71411508650.78853
