file,SRR7958142_7_D_Post,SRR7958141_7_D_Post,SRR7958140_7_D_Post,SRR7958139_45_D_Post,SRR7958138_45_D_Post,SRR7958137_45_D_Post,SRR7958136_45_D_Post,SRR7958135_45_D_Post,SRR7958134_7_D_Pre,SRR7958133_7_D_Post,SRR7958132_7_D_Pre,SRR7958131_0_D_Post,SRR7958130_0_D_Post,SRR7958128_0_D_Post,SRR7958127_0_D_Post,SRR7958126_15_D_Post,SRR7958125_15_D_Post,SRR7958124_15_D_Post,SRR7958123_15_D_Post,SRR7958122_2_Y_Post,SRR7958121_2_Y_Post,SRR7958120_7_D_Pre,SRR7958119_2_Y_Post,SRR7958118_15_D_Post,SRR7958117_15_D_Post,SRR7958116_7_D_Post,SRR7958115_7_D_Post,SRR7958114_7_D_Post,SRR7958113_7_D_Pre,SRR7958112_45_D_Post,SRR7958111_45_D_Post,SRR7958110_7_D_Post,SRR7958109_7_D_Post,SRR7958108_45_D_Post,SRR7958107_15_D_Post,SRR7958106_45_D_Post,SRR7958105_45_D_Post,SRR7958104_7_D_Post,SRR7958103_7_D_Post,SRR7958102_45_D_Post,SRR7958101_0_D_Post,SRR7958100_15_D_Post,SRR7958099_0_D_Post,SRR7958098_0_D_Post,SRR7958097_0_D_Post,SRR7958096_0_D_Post,SRR7958095_7_D_Pre,SRR7958094_7_D_Pre,SRR7958093_15_D_Post,SRR7958092_15_D_Post,SRR7958091_7_D_Pre,SRR7958090_7_D_Post,SRR7958089_7_D_Pre,SRR7958088_0_D_Post,SRR7958087_0_D_Post,SRR7958086_15_D_Post,SRR7958085_0_D_Post,SRR7958084_45_D_Post,SRR7958083_45_D_Post,SRR7958082_15_D_Post,SRR7958081_15_D_Post,SRR7958080_7_D_Post,SRR7958079_15_D_Post,SRR7958078_45_D_Post,SRR7958077_45_D_Post,SRR7958076_7_D_Post,SRR7958071_0_D_Post,SRR7958070_0_D_Post,SRR7958069_0_D_Post,SRR7958068_7_D_Pre,SRR7958067_7_D_Pre,SRR7958066_7_D_Pre,SRR7958065_0_D_Post,SRR7958064_0_D_Post,SRR7958063_0_D_Post,SRR7958062_7_D_Post,SRR7958061_7_D_Post,SRR7958060_0_D_Post,SRR7958059_0_D_Post,SRR7958058_7_D_Pre,SRR7958057_0_D_Post,SRR7958056_45_D_Post,SRR7958055_15_D_Post,SRR7958054_0_D_Post,SRR7958053_0_D_Post,SRR7958052_7_D_Pre,SRR7958051_7_D_Pre,SRR7958050_45_D_Post,SRR7958049_45_D_Post,SRR7958048_45_D_Post,SRR7958047_45_D_Post,SRR7958046_7_D_Post,SRR7958045_7_D_Post,SRR7958044_7_D_Post,SRR7958043_7_D_Post,SRR7958042_15_D_Post,SRR7958041_15_D_Post,SRR7958040_45_D_Post,SRR7958039_15_D_Post,SRR7958038_45_D_Post,SRR7958037_45_D_Post,SRR7958036_45_D_Post,SRR7958035_45_D_Post,SRR7958034_7_D_Post,SRR7958033_7_D_Post,SRR7958032_15_D_Post,SRR7958031_15_D_Post,SRR7958030_15_D_Post,SRR7958029_15_D_Post,SRR7958028_45_D_Post,SRR7958027_45_D_Post,SRR7958026_45_D_Post,SRR7958025_45_D_Post,SRR7958024_7_D_Post,SRR7958023_45_D_Post,SRR7958022_7_D_Pre,SRR7958021_7_D_Pre,SRR7958020_7_D_Post,SRR7958019_7_D_Pre,SRR7958018_0_D_Post,SRR7958017_0_D_Post,SRR7958016_0_D_Post,SRR7958015_0_D_Post,SRR7958014_0_D_Post,SRR7958013_15_D_Post
SRR7958142_7_D_Post,nan,0.5934700849155332,0.6813269149204328,0.6574314108340068,1.023854998761446,0.3794061558327278,0.7275486481047085,0.6013102113913267,0.32105290507222267,0.5210710928663933,0.6814598108004556,0.33873402067921216,0.3947609431801864,0.40070640082675096,0.3340467316515702,0.37303762757696957,0.3826723773657913,0.46229028335122724,0.5422635147107547,0.4981036044025656,0.3960453154955496,0.5583944954319034,1.1446797565632671,0.7942785497535846,0.397405437674957,0.6102224706218999,0.8630757289428287,0.8219549238946042,0.5303368227470957,0.5094170659425996,0.5107047317004496,0.7993516346403837,0.39873232667825115,0.6709298633200029,0.8197465100866277,0.5609802342440616,0.7579831690198409,1.0493987205056226,0.5294346815141098,0.4781166515659983,0.6694996192577839,0.8371211241301519,0.7421550736770355,0.37689988160244203,0.5442142537099085,0.5885726303099221,0.4587564051977033,0.2030867582184892,0.5507638756989333,0.7457158105034992,0.4242981583677009,0.47967792801760284,0.7669747586040536,0.49365766811769685,0.44980236675543855,0.7889803728536453,0.42884661966252147,0.5054136215855738,0.7965880972887904,0.41852858975929164,0.3163587965022255,0.2994659771454974,0.7413745448647413,0.5753069568082786,0.3300154224277739,0.7281876780293338,0.6529787807192295,0.31219976441746133,0.8805217664875379,0.8839800842240358,0.7090557109885198,0.8700656266543104,0.5107922855627758,0.5906615812819936,0.6980244900673493,1.0026939368954788,0.5308998539639802,0.772281206194173,0.37221443900073264,0.5930460886664243,0.5019723864825582,0.9603025535264452,0.7245719842882924,0.7928500173709584,0.6115127868408549,0.622286285743796,0.6760338085563408,0.5968980963924723,0.569759759000816,0.8038234074724498,0.6840204853239471,0.6383066012777318,1.0507865876453653,0.44364260861902394,0.3503739697526244,0.957184422836201,0.5215191129892456,0.756055860232071,0.4987025088011825,1.0395476176175267,0.7409547339471113,0.5738845417258802,0.9180548119546298,0.6764715475996078,0.46453180387212767,0.8559395155117877,0.6023710695780387,0.5980033562076608,0.509510546777521,0.45173678856303634,0.5274402721863793,0.5429478297311323,0.4382154163324735,0.5094548405574065,0.6231050484947871,0.699912640925729,0.6430466368652745,0.7997769646557876,0.5133648726040979,0.6539041108157593,0.7015814360091459,0.4523883155481456,0.710619883298892,0.5252340328135368,0.8283202238627125
SRR7958141_7_D_Post,0.5934700849155332,nan,1.1024451683507444,1.0819662660396874,0.9696681469460954,0.7078091489279921,0.6904209763384104,0.999587499437821,0.6661075628192893,0.6293932986649537,0.9585150567227901,0.8287564226297002,0.4609828708769571,0.9433154805402562,0.5616620693215071,0.7726956845510808,0.5344165262270334,0.43267133438503347,0.7709040887996067,0.893959415607024,0.9288553878607388,0.8436783313448295,1.3593352393379432,1.0587403040468395,0.5658955500385756,0.7273459651753084,0.6006791257054394,0.6505430043327847,0.6656424491457928,1.0355283639878212,0.5034144576778968,0.4543958527532193,0.8777476579636941,0.9234273456111518,1.1243623433027048,0.7356579312199318,0.48649254255164953,0.752908356141385,0.7795142383330209,0.6520461173282748,1.0035310425956645,1.263335482785452,0.761345563446346,0.8129011504083945,1.098488647695918,0.836610194744666,0.7417048275079015,0.5010339506089868,0.7472743485374925,1.0609444703749351,0.4750316547598564,0.5162597004411241,1.239866536409935,0.5063949890296386,0.6677872285656745,1.2882089002172465,0.4880084362730936,0.6559144702200169,1.4871666044740455,0.7162029985091339,0.824652612738028,0.8670831325803301,0.6810302820800194,0.7027334150284297,0.5990328710191555,1.055869898369973,0.8660146364396508,0.840961096835946,1.2420963635878148,0.8539139790113827,0.6758181885929542,0.8306936827803167,1.1340548887739623,0.7616580215061024,0.8787587003657518,0.991248661275012,0.7301600643202217,0.6873961856872499,0.6073293851594285,0.9403028809891999,0.9679102744630554,1.3500962983531415,0.9858978675714842,0.8774390149393106,0.6247443475535777,0.6041093292472732,0.5809102527865955,0.7558811304936086,0.6912846003537648,0.9160523746764615,0.7580555607330198,0.7401552208123032,0.8997200889477439,0.45466059940313924,0.5938484808897424,0.8771810788584714,0.5884881854919795,1.0442619565386433,0.667596860321193,1.0753694153075375,0.59841733116615,0.7126694018241317,1.1470079563984084,0.6400547856908028,0.8854289532630643,0.6837864801055231,1.0300705868458147,0.8085742815987795,0.7156114008976541,0.6330554745163081,1.1349985952972383,0.8340582848851574,0.7614739147688361,1.0145362952419037,0.7836230574915657,0.8511402137417539,0.6380355105383472,0.5924029679413972,0.761333943967793,0.5875796631623386,1.0672393107794746,0.6400933491505356,0.7646456363270318,0.9767562170291849,1.2760948663911404
SRR7958140_7_D_Post,0.6813269149204328,1.1024451683507444,nan,0.30018519815814043,0.634513529755579,0.46019038562309206,0.9564918099795937,0.47447036302115475,0.46235815667495606,0.6012367132482073,0.5756551124607207,0.3708468409483158,0.5343097398795236,0.34048150131507693,0.34456452908404483,0.27293372896063256,0.579159708248289,0.3938749013521233,0.5398953892391974,0.47297445918303443,0.35117398038894415,0.4779098141888775,1.1080962151535352,0.860985588138126,0.6957498053460757,0.8238442822906646,0.8541669592698273,0.821869443086884,0.5038679968873565,0.6083854785841353,0.6105589346844312,1.0705383843827447,0.4226833767384881,0.7018282507746058,0.8114619731125462,0.6906391752647795,0.6709779705802004,0.901354854381205,0.7132551041037123,0.43889322933133706,0.4657296601538251,0.595322232969246,0.7695810773327988,0.5914156891375759,0.3695703618258234,0.846472114536819,0.5411382144812994,0.5749807126704276,0.6248900347451771,0.9110424253444845,0.4647744801377119,0.6118202258547809,0.5304105591484074,0.5684672268245741,0.4102573729699758,0.71336130174652,0.4297788310188963,0.7084479471480036,0.7172908039478019,0.36167114377888676,0.4489898406363646,0.34956968591756904,0.6407482086278851,0.4152819782417401,0.2904904042565755,0.6167107239832942,0.45360725531579776,0.3821784258457684,0.37170194040785676,0.7357129401393684,0.9945713039490333,0.7077814268861788,0.48229835269029503,0.9003520070787627,0.4917555894168498,0.5930331496123006,0.6998861834480183,0.7800460020842833,0.4562219804445748,0.5003704668124418,0.4686778155433824,0.7514529422497126,1.0590848329273805,0.8051675214293018,0.33030463221098705,0.7580450565616054,0.9850560537901565,0.5476155043053402,0.8063631650550664,0.5683919438780897,0.7418423186939109,0.7094254485213443,0.5918816840835661,0.5362580983097268,0.47205272653284797,0.7164005090806755,0.6724972333951809,0.4788614288587792,0.4480492703594923,0.9550991293259105,0.7647417258862573,0.7325579134911446,0.8855848085590109,0.8433253585153517,0.7091186971135567,1.0010243931434977,0.5724486106279606,0.6121270107430349,0.5604330083787952,0.7074356523153476,0.573970922005355,0.38764079268704404,0.6731778738166472,0.5129862338228408,0.5418746521623699,0.7950456714745558,0.6483440198301145,0.49291422574985366,0.9060352583484763,0.48682234395061547,0.6802669877592767,0.5792793911659935,0.7443827516007682,0.49883524072205915,0.6204814282622689
SRR7958139_45_D_Post,0.6574314108340068,1.0819662660396874,0.30018519815814043,nan,0.6538116148806408,0.3725488272504098,0.978982865802403,0.3288892160459898,0.3967647646141497,0.687846691619562,0.853890663242704,0.3690022573429671,0.5152212925213948,0.4119670921259066,0.3702381107360625,0.41125556035813504,0.550633368540326,0.5940617225434056,0.46391143636766463,0.6780679022722076,0.5754156623809003,0.7401951831605162,1.296926952934957,1.1539101623117327,0.7283053595732817,1.0745885648718712,1.3951050548371413,0.7118255022798354,0.6618280465169701,0.7295512572520284,0.7947066121151497,0.9576976787635779,0.6353993084496646,0.8344742586145687,0.9469625295099967,0.9238520561174675,1.0273942927627369,0.8361926337328921,0.8793796466322178,0.4372445409496976,0.727300669231411,0.7070334490210578,0.8900025258690204,0.6504937281295741,0.4191028937871625,1.0237240562729977,0.5222819044875547,0.6967584209830614,1.0120645395800334,0.9917016062523293,0.5466246767513122,0.7521232554593353,0.7652407909709662,0.6279653077018345,0.5367841547428854,0.9704402710322191,0.5309428008296062,0.8322740856423143,0.701220364903178,0.30099456975467465,0.4491066728784018,0.2118990566142322,0.6181354875845809,0.6328800087432316,0.32911707958675634,0.7268893440253607,0.447284605565287,0.5762803319272659,0.49081704873438986,1.1824891397378732,1.0684309830345324,0.9856191675827626,0.4184026419900907,1.1016503478378477,0.7463393195827269,0.8174147917243715,0.6598359802043734,1.2918133842867483,0.5095042463160041,0.6723438644529489,0.5663603576316281,0.6977244053679025,1.1209865610938443,0.9099008927496038,0.6009704081720937,0.8667972143294462,0.8557598161468075,0.5644962216763312,1.030947773757806,0.7671081216279557,1.0024594394278727,0.9481951180527505,0.6903869508628093,0.5434157905031856,0.5087348233735458,0.8471864167380598,0.8149112118216515,0.6930427935794112,0.6255328529468969,0.9661837511332481,0.6974936473593667,0.5906814046077948,0.9720722118114924,0.8134289413814401,0.5944073561109242,1.257872578852767,0.8273097412554518,0.5995120735762435,0.7743153068643762,0.7976768175434694,0.6032127578324614,0.44869968977571173,0.6937071913913645,0.5282904039573741,0.7428567628442829,0.928407283431178,0.6502292598341306,0.4920658371381276,0.8627064444233455,0.5722499335228929,0.7537105797731614,0.65366815538031,0.5999360469391722,0.6358212769483382,0.6913432578836936
SRR7958138_45_D_Post,1.023854998761446,0.9696681469460954,0.634513529755579,0.6538116148806408,nan,0.47330569142440143,0.7757146781031135,0.6562843608321915,0.6895136552100825,0.5752726102446698,0.5976172713880721,0.5486337822101558,0.627118189537822,0.5370577933908588,0.5155962183164379,0.4353584381345689,0.5808413162599791,0.5557439569847619,0.48686896329491336,0.5371976703462802,0.6577586543246836,0.762721364493804,0.7661374606289225,0.7011710393537525,0.633258699620544,0.7627725327672328,0.5678367431997811,0.6116726148502712,0.5425866328509391,0.735564864621344,0.6308087311957579,0.984712439765097,0.7117699862887741,0.4969830656771681,0.6363160665137817,0.8092583837448262,0.6441101959879639,0.7354683746056059,0.7058984053043469,0.48793663960422523,0.5864343861207624,0.5866868804495602,0.6371934275739763,0.6224110228322617,0.44700014549041683,0.8452977110032456,0.4286272527345491,0.6363366037163771,0.7934907274596052,0.6491308771895097,0.44268443698683124,0.7282071376180361,0.77345293648192,0.5639426045290739,0.7125961123299815,0.8235534636141693,0.5243284103237967,0.7499213467168244,0.9801515532836202,0.510495704862943,0.6088368665370243,0.5059612841880605,0.5235209472474985,0.5468612632728677,0.4990455479679371,1.0363407332127224,0.8243086474150104,0.7942582755695828,0.8954754680862806,0.8347837038166364,0.7614295274497592,0.7159965195721496,0.6710720085341457,0.7169836513511199,0.5585434292066631,0.6089497925706401,0.6681773151491458,0.6800898566425844,0.5178852507335024,0.730510055966133,0.744364720176963,0.6866169819267269,0.9803780242798081,0.8915942305996838,0.6654324255462641,0.8218647890375446,0.8064789039123038,0.5589277659705492,0.841466862529002,0.6617055384347588,0.6799708075420374,0.7190802873956681,0.6853265912071435,0.3983545997589447,0.4844306634646284,0.731874570707034,0.7242018810645716,0.5388107214372665,0.44944741381189773,0.890509396230186,0.5798822633265758,0.5666132651128852,0.7467820810091887,0.5733888834657679,0.6410220110844037,0.7860153048566256,0.6728354450972318,0.41837643315679035,0.5973459490813369,0.6633085647128691,0.7153600509462518,0.5523250113138585,0.6365003581855849,0.7410189830466121,0.7904797948448679,0.7196216441972534,0.8285213951848449,0.6432321320889449,0.6844705951704512,0.5347960982362057,0.557745929758905,0.6284172365575222,0.6272948596713739,0.5957218147329515,0.7291006875484733
SRR7958137_45_D_Post,0.3794061558327278,0.7078091489279921,0.46019038562309206,0.3725488272504098,0.47330569142440143,nan,0.5440802941599199,0.47508135278166913,0.3595183117055206,0.3317968674179944,0.4430272720552607,0.29871277121993917,0.36759610523044606,0.4074523408795675,0.2724536729465511,0.40390351993560536,0.48039093412686396,0.3635978110330095,0.36316102900490044,0.44664921873174174,0.4922700465994824,0.5823308657272647,1.2131534808816746,0.7861245332474989,0.42340729020880286,0.6438518614357129,0.7114575368374805,0.45370653165515107,0.4014755300411956,0.5769496474900558,0.4115314521230443,0.7874291649583574,0.3957223295866034,0.543562088741259,0.5559421762358043,0.5703283707088453,0.6586538585175725,0.8581606220101817,0.5616308536933993,0.4047850943223171,0.6085332308121447,0.525922658012582,0.6039029314641376,0.437524933621117,0.36010971917364737,0.5895902033793872,0.3481974181564511,0.44578693908630423,0.7342517127737768,0.5446445433997844,0.35830569123953554,0.5378164304913934,0.5660920292178695,0.43182882851405757,0.6407828816665766,0.6019342368556808,0.34886608588827644,0.5352308060331721,0.43935125888163346,0.5150936886849868,0.36511730737304193,0.3156957568913979,0.5041100004471264,0.45792201460269544,0.27246080063274014,0.7718124855702126,0.5289828044712501,0.3645340766410296,0.6801921143629645,0.7635145894839349,0.7055724913839571,0.7402800946063982,0.43375947658319697,0.672260604745092,0.5874939897069894,0.5296451074812597,0.46373910058662077,0.6631526077126937,0.30308451890065613,0.3804647902717747,0.40755606251349363,0.6875443022021055,0.4716189012197895,0.46350229717399816,0.6161488131994947,0.7821317821229573,0.7898993792700251,0.49321371325724916,0.6078595547680156,0.438821839783151,0.72647151091357,0.6556320806463243,0.7060409018185438,0.39439222089456005,0.42669239779039947,0.5121101876714502,0.6019604486359463,0.38804143355739534,0.3550734124609291,0.7961286705375602,0.5379568316678573,0.3814318681331772,0.7003525379466545,0.4884861510745549,0.4101574369738366,0.8314983543390971,0.6927392289872383,0.47152983722859504,0.5499471956462085,0.3980244193014904,0.5248585941163916,0.3940123753177834,0.3476251588713652,0.5426605346516106,0.45475474380788056,0.6040593160554812,0.5773731795667798,0.5160010429177594,0.5594595604704499,0.5000044437766936,0.3238597253772376,0.3156267485926118,0.5021813605398429,0.38155130998235554,0.4402236690399319
SRR7958136_45_D_Post,0.7275486481047085,0.6904209763384104,0.9564918099795937,0.978982865802403,0.7757146781031135,0.5440802941599199,nan,0.9359968843202169,0.6731609966751884,0.5188375617318595,0.8099137455587,0.7409150081796608,0.476605396810321,0.804730057360457,0.4942354570585797,0.6811843511726096,0.5344411832385357,0.4279356101082396,0.6166133328147148,0.6588959053136776,1.0134813345615876,0.928292028039637,1.1156747394496571,1.0355155032644543,0.5517998908989881,0.5126363594978339,0.7206997562696931,0.8972826085894858,0.6068403141118779,0.9516136116467564,0.5495164349548012,1.0132150046870363,0.7930210133538935,1.0272069719316663,0.949347838350483,0.7536581744476716,0.6139921870010808,1.1686519028928917,0.7332399170301205,0.6953893375992599,0.8083385543700954,1.1316052798839031,0.7993203960695321,0.779447121853112,0.8686190750887115,0.756091278369466,0.561016943958666,0.6280330817781338,0.7703724220156745,0.8763167450557292,0.6080976483433096,0.7005525498822643,0.8998241293269988,0.6992848048011695,0.7132574098391962,1.0427815265023286,0.6136735868187564,0.684587013995255,1.1358425012750202,0.7280085003208973,0.7428216163739598,0.7897119838252984,0.8361963505052177,0.6502750914447921,0.5631079535768655,1.0163570410135225,0.7716710456639235,0.6084118187117373,1.0942047698915254,0.8137129990061291,0.780392001375449,0.8248830740537278,0.9262251295995851,0.6500141905517313,0.9653218943934719,0.9768874208629791,0.7174781428217641,0.6588436996244327,0.6278503381861205,0.9524296691869507,1.0001464899947594,1.2400216904536152,0.7300520649097033,0.913860936703409,0.8872639569712286,0.9302103186414448,1.0451560936666817,0.8702902988072201,0.6473077934299614,0.7188292346189149,0.7686508351759058,0.6744881059987407,1.0776900616716774,0.5815988337997741,0.6394453600807695,0.835462660988624,0.6268416240122114,0.8498223008934152,0.5576561399184502,1.1595778060609752,0.6246580089954022,0.7083553252156114,1.0624074958577239,0.6317099169433833,0.7526338782956545,0.7270583695010143,1.0001055063928674,0.819615112540468,0.5887635514381802,0.6069995762769385,1.0167352390209012,0.8227902367328161,0.6928247061318262,1.0208055798548266,0.866463437599763,0.8217839625404486,0.792355156727726,0.996679566990737,0.8102254696691189,0.7742638199138779,0.7246477899368832,0.44621927489251473,0.8130643375850294,0.843497652394521,1.033813309519407
SRR7958135_45_D_Post,0.6013102113913267,0.999587499437821,0.47447036302115475,0.3288892160459898,0.6562843608321915,0.47508135278166913,0.9359968843202169,nan,0.3841988946553312,0.6339318780825628,0.8466891376705341,0.3124342734592091,0.5759729042538546,0.4431028849102814,0.4548229418916308,0.5009563917126799,0.5631668316965533,0.6824012351925235,0.5294926213854806,0.6223013763398426,0.6792234786343962,0.7836448918236485,1.4001512919383228,1.0138067194063756,0.9057194880879484,0.8403587210859578,1.1142079363682742,0.5727456034154668,0.6770906403072585,0.7498453028740776,0.8928743332751116,1.2045283726030844,0.7329549392691377,0.830890476531702,1.001282278586145,1.2021620423354706,0.9192198296868072,1.0050491550767588,0.98050467880976,0.6133642907272296,0.8060848364345168,0.7149427219869224,0.8480931111624816,0.687490379777054,0.4850829421368204,1.0863293005376482,0.4601637200314503,0.6452307702331512,1.1255327552467504,1.0611479923003473,0.6359948014915437,0.7945953755927861,0.7602904642977106,0.7680199549860851,0.7312309466739035,0.9528596851425675,0.7142587240050693,0.9069123367780765,0.5734245418642308,0.49689332036604245,0.5048170219733021,0.40251031461445824,0.764841498863079,0.4589072772100264,0.44341218992376696,0.7311542302053575,0.43588710333793235,0.612986187071999,0.5386691462894317,1.2158724406843622,1.2954346759175934,1.0900536847967408,0.4153215414268496,1.265055111909228,0.8089527938759936,0.8532055267296661,0.816356753994841,1.0332735383683564,0.603042763344628,0.8052294475167427,0.5621395840579759,0.7415282091038025,1.0832324350904214,0.9486663430820812,0.8661779369999344,0.9680816902533815,1.1202961999403478,0.6587648868398792,0.8427277810598273,0.8462803926299394,0.913471166942162,1.0473078862054181,0.7281028539782517,0.6184465942928657,0.5977207659029249,1.0207317883658018,0.8424881502303903,0.6155557388281936,0.7977407945831992,1.0751008436842464,0.7972690997903543,0.6488083210618278,1.2700280227832168,0.7820174126928372,0.7089674592719303,1.3132056825594924,0.8771052580898834,0.6120767362955585,0.8430531830989105,0.7598382737286498,0.8337283301566966,0.41571539003813085,0.742718148207933,0.5441925017377693,0.7435870858138093,1.1561222483120415,0.711821097157562,0.6327204581794647,0.7648641136524438,0.6669911710785008,0.7668181699902222,0.7123161372356008,0.7272982011351662,0.6659627606805549,0.7824962832151963
SRR7958134_7_D_Pre,0.32105290507222267,0.6661075628192893,0.46235815667495606,0.3967647646141497,0.6895136552100825,0.3595183117055206,0.6731609966751884,0.3841988946553312,nan,0.5461358426611266,0.5406810530843558,0.3397499469052103,0.4656279155079505,0.45441819101223774,0.30639169816774053,0.44652153509989656,0.5460433120286141,0.4233062854507529,0.3510636462370488,0.41532537181607143,0.5495939134976483,0.6567307150002768,0.9622312201821743,0.7374891095051332,0.5109020538895582,0.6062377054061178,0.827809117361819,0.6830364057801436,0.6026354300077482,0.7454221536149465,0.5725433413145463,0.9820469999412027,0.6815779006850141,0.7665079755121613,0.7261156087526659,0.7032196194596262,0.7068026877018674,1.0520735403427202,0.6570128306831047,0.5754091374795018,0.6563539891728614,0.781217970737013,0.671255637891932,0.44093554683027886,0.46512102739983197,0.8351196404627705,0.4228022815648302,0.32778037298995305,0.688068178139471,0.8189983935113314,0.4344248139515982,0.6618645967613976,0.6145027508163027,0.5378414140498471,0.5482172764841421,0.6110708650064486,0.4196854706058203,0.786806353298886,0.6464034984268483,0.43013176344282694,0.2609386717157334,0.35937649264891924,0.735040067696754,0.6533492948908309,0.41217068778181004,0.7273129079634987,0.6652049447004469,0.3771477252966938,0.7797896252555436,0.8718337042259464,0.8404578369853871,0.8573733538515236,0.5220446599195602,0.7657472127608775,0.6090182211948755,0.9540899752472801,0.534866073751811,0.7996270520329015,0.4323515798904743,0.6488952158084045,0.49459039786347364,0.9440563209554214,0.8324720535771559,0.9074588063253197,0.6371115899171677,0.8923063046182248,0.8964120855241688,0.6656834150772739,0.7328208538975952,0.7883009429555696,0.7770844301087285,0.7067878830863064,0.9415313721004586,0.48520363058851185,0.4125771033440084,0.9243318655223072,0.5943649234151404,0.740121050916716,0.5982364532222278,1.0838627913812628,0.645102688355414,0.4973071298415834,0.9456830355102711,0.6716412823257257,0.5923008266849605,0.929208715284368,0.6850033790823902,0.5665125114736843,0.5173090814435086,0.4423076924725245,0.5544455815471212,0.5456602276880532,0.5489209086669197,0.4083386151319539,0.7909637323196216,0.735395982878468,0.76587053505152,0.8324964504428722,0.6391347891374467,0.5895630149162038,0.6471555179865726,0.6026697697115068,0.6547643002738243,0.5563371637465291,0.5802323586040535
SRR7958133_7_D_Post,0.5210710928663933,0.6293932986649537,0.6012367132482073,0.687846691619562,0.5752726102446698,0.3317968674179944,0.5188375617318595,0.6339318780825628,0.5461358426611266,nan,0.6258164973752345,0.5045990905247679,0.4181887368686651,0.7737629167747593,0.4913580226414909,0.600476276498164,0.5161966783464295,0.592716984705326,0.6160814138911375,0.46547915496286585,0.6245450821439291,0.5462160770349492,1.3573586855533435,1.0471594537904387,0.4925289480074468,0.5232716820355879,0.9129846673536005,0.6661584191785399,0.479468699615961,0.6162083549746242,0.46942369476602724,0.863453503886547,0.5729887357225251,0.7054513907147008,0.5667584502383629,0.7729342470569314,0.6596924519067701,0.96878500218914,0.5395094150206293,0.428931359701049,0.9335992012254553,0.7863568830078698,0.6795136203465573,0.5506596270920351,0.6586974786153376,0.54214402338018,0.6587440737482605,0.41241882092133986,0.6462182557907147,0.5374403045931303,0.5056302537206704,0.6721924500269639,0.9462307426669302,0.591859576362094,0.5457526331073247,1.0424321985642888,0.5048259147190043,0.743258171408329,0.8658985169677421,0.6901805201241339,0.6897762771680344,0.6236271255800397,0.5612000913589801,0.6033131487945571,0.43030092367211414,0.955973256219451,0.7119440399020321,0.48745931034314105,0.9856389060448891,0.7553980787700951,0.7002221636968747,0.7971283221923122,0.8198924698729206,0.676953837265869,0.8951595109004352,0.839802518695526,0.6381167373743956,0.5978004553985378,0.3337824022353737,0.929437934482285,0.8222981109755637,0.8486029844479536,0.7425445114043557,0.4152186202909637,0.6119944493338725,0.6042014535979567,0.7620814977778392,0.6139554542985307,0.5984062377453695,0.5995966590397452,0.7634250234729092,0.6895209199114332,0.9857433350608772,0.42856749141796047,0.36942244735240065,0.9663767749945065,0.6713878422114118,0.8387698994431833,0.5856220884254554,0.9600623664629082,0.6957105049224599,0.4997140878277953,0.8395649109556391,0.5090960559184003,0.6092363086836811,0.7576503021400075,0.9094386638074375,0.6199849891869265,0.5593689134580349,0.4572239315517536,0.8037116719917519,0.439315262680035,0.5165508219585022,0.7919823601962562,0.5664045672095622,0.7127279081788934,0.6972286653989643,0.8232573739066431,0.7810943603471476,0.5495170508455774,0.5415796769842246,0.5228152074543616,0.6410585630703387,0.7780003026166132,0.945582102703136
